record_id,cccd_so,ho_va_ten,ngay_sinh,gioi_tinh,sdt_chinh,dia_chi_cu_tru,tinh_thanh,quoc_tich,ref_ext,so_phu,pid,tinh_trang_hn,trinh_do_hv,nghe_nghiep,noi_sinh,so_nguoi_phu_thuoc,ngay_cap_cccd,dan_toc,created_at
CIT-607699,066290639711,Đỗ Phương Yến,1990-07-15,Nam,0795680950,"483 Hoàng Diệu, Phường An Thới, TP. Phú Quốc, Kiên Giang",Hải Dương,Việt Nam,do.phuong.yen707@outlook.com,0859049765,066290639711,Ly hôn,Tiến sĩ,Lập trình viên,Hải Dương,0,2021-06-06,Nùng,2024-02-17
CIT-144109,079102304561,Lý Anh Nam,2002-10-27,Nữ,0376811015,"383 Hoàng Văn Thụ, Xã Hương Vinh, TX. Hương Trà, Thừa Thiên Huế",Quảng Ninh,Việt Nam,ly.anh.nam848@protonmail.com,0825557052,079102304561,Đã kết hôn,Trung học phổ thông,Kế toán,Thái Nguyên,0,2022-07-06,Khmer,2023-04-08
CIT-595351,040264752204,Đỗ Minh Bình,1964-06-29,Nam,0561086930,"335 Hoàng Văn Thụ, Phường Rạch Sỏi, TP. Rạch Giá, Kiên Giang",Đồng Nai,Việt Nam,do.minh.binh775@hotmail.com,0855788474,040264752204,Độc thân,Trung học phổ thông,Kế toán,Kiên Giang,5,2023-02-09,H'Mông,2022-03-18
CIT-138105,089178979288,Lý Trung Hà,1978-09-29,Nữ,0984125790,"153 Nguyễn Văn Cừ, Phường Trần Phú, TP. Hải Dương, Hải Dương",Hải Phòng,Việt Nam,ly.trung.ha292@outlook.com,0983251501,089178979288,Góa,Đại học,Kế toán,Hải Phòng,2,2016-10-27,Nùng,2024-07-28
CIT-409355,001268829179,Đỗ Thành Xuân,1968-05-08,Nam,0707802999,"45 Cách Mạng Tháng 8, Xã Diễn Thịnh, Huyện Diễn Châu, Nghệ An",Hải Phòng,Việt Nam,do.thanh.xuan144@outlook.com,0855161539,001268829179,Độc thân,Đại học,Kinh doanh tự do,Thái Nguyên,3,2023-06-15,Thái,2023-11-07
CIT-477017,001285685436,Hoàng Hữu Yến,1985-09-12,Nam,0352983483,"208 Lê Văn Sỹ, Phường Thủy Phương, TX. Hương Thủy, Thừa Thiên Huế",Hải Dương,Việt Nam,hoang.huu.yen655@hotmail.com,0894705235,001285685436,Đã kết hôn,Cao đẳng,Công nhân,Cần Thơ,3,2023-05-21,Khmer,2024-02-05
CIT-359486,046100798867,Phan Ngọc Thảo,2000-12-11,Nam,0949861274,"32 Phạm Văn Đồng, Phường Đông Thành, TP. Ninh Bình, Ninh Bình",An Giang,Việt Nam,phan.ngoc.thao587@protonmail.com,0583760475,046100798867,Ly hôn,Tiến sĩ,Công nhân,Hải Phòng,5,2017-04-21,Nùng,2024-09-28
CIT-238353,082079475458,Trần Trung Tâm,1979-12-25,Nữ,0961968662,"371 Nguyễn Huệ, Xã Hàm Ninh, TP. Phú Quốc, Kiên Giang",Thanh Hóa,Việt Nam,tran.trung.tam837@gmail.com,0772225232,082079475458,Độc thân,Thạc sĩ,Nhân viên văn phòng,Đà Nẵng,4,2015-09-04,Kinh,2024-08-24
CIT-772687,079168803028,Nguyễn Thành Phúc,1968-01-27,Nữ,0897416943,"42 Phạm Văn Đồng, Xã Thủy Thanh, TX. Hương Thủy, Thừa Thiên Huế",Cần Thơ,Việt Nam,nguyen.thanh.phuc122@yahoo.com,0919872505,079168803028,Đã kết hôn,Cao đẳng,Kỹ sư,Hà Nội,2,2020-03-11,Nùng,2024-05-18
CIT-389039,045271162656,Đặng Anh Lan,1971-02-07,Nam,0391540516,"124 Bà Triệu, Xã Diễn Thành, Huyện Diễn Châu, Nghệ An",Đà Nẵng,Việt Nam,dang.anh.lan609@gmail.com,0941816653,045271162656,Đã kết hôn,Trung học phổ thông,Kinh doanh tự do,Thừa Thiên Huế,1,2021-01-19,Tày,2022-04-26
CIT-726962,083270605526,Lê Bảo Long,1970-07-03,Nữ,0796062767,"154 Nguyễn Trãi, Phường An Bình, Quận Ninh Kiều, Cần Thơ",TP. Hồ Chí Minh,Việt Nam,le.bao.long642@outlook.com,0981786584,083270605526,Ly hôn,Thạc sĩ,Nông dân,Hưng Yên,5,2019-09-02,Mường,2022-11-02
CIT-990598,052393252673,Hoàng Anh Hà,1993-11-03,Nam,0843421820,"496 Nam Kỳ Khởi Nghĩa, Phường Tây Lộc, TP. Huế, Thừa Thiên Huế",Kiên Giang,Việt Nam,hoang.anh.ha398@yahoo.com,0814411424,052393252673,Ly hôn,Trung học phổ thông,Công nhân,Ninh Bình,0,2021-01-02,Nùng,2023-01-26
CIT-176319,060090916057,Nguyễn Thành Nga,1990-03-21,Nam,0779042900,"490 Nguyễn Huệ, Phường Cẩm Bình, TP. Cẩm Phả, Quảng Ninh",Quảng Ninh,Việt Nam,nguyen.thanh.nga986@gmail.com,0975070038,060090916057,Đã kết hôn,Thạc sĩ,Kế toán,Kiên Giang,2,2023-09-12,Thái,2024-02-19
CIT-637727,031276377114,Vũ Bảo Uyên,1976-02-12,Nữ,0962654371,"190 Phan Đình Phùng, Phường Xuân Thanh, TP. Long Khánh, Đồng Nai",Nghệ An,Việt Nam,vu.bao.uyen577@yahoo.com,0581272124,031276377114,Ly hôn,Tiến sĩ,Kinh doanh tự do,Hải Dương,1,2017-03-14,Thái,2023-04-17
CIT-900441,054282269826,Phan Hữu Lan,1982-05-25,Nữ,0988731427,"72 Phạm Văn Đồng, Phường An Phú, Huyện Thuận An, Bình Dương",Đồng Nai,Việt Nam,phan.huu.lan939@protonmail.com,0359790328,054282269826,Độc thân,Trung học phổ thông,Kỹ sư,Hà Nội,3,2016-07-17,H'Mông,2023-04-19
CIT-163386,022360391329,Trần Ngọc Giang,1960-05-29,Nữ,0981263935,"9 Lê Văn Sỹ, Xã Ninh Hiệp, Huyện Gia Lâm, Hà Nội",Bắc Ninh,Việt Nam,tran.ngoc.giang18@protonmail.com,0934007598,022360391329,Độc thân,Trung học phổ thông,Nông dân,Cần Thơ,1,2017-02-25,Khmer,2024-12-14
CIT-491172,080371082857,Hoàng Xuân Nam,1971-12-28,Nữ,0965080351,"335 Lê Lợi, Phường Mỏ Chè, TP. Sông Công, Thái Nguyên",Đà Nẵng,Việt Nam,hoang.xuan.nam389@outlook.com,0971941452,080371082857,Độc thân,Cao đẳng,Giáo viên,Đồng Nai,3,2022-03-26,H'Mông,2023-11-10
CIT-321686,051000240927,Bùi Xuân Dũng,2000-02-20,Nữ,0821781180,"461 Phạm Văn Đồng, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",TP. Hồ Chí Minh,Việt Nam,bui.xuan.dung952@hotmail.com,0334475536,051000240927,Đã kết hôn,Thạc sĩ,Giáo viên,Hải Dương,1,2021-04-28,Tày,2024-03-07
CIT-822794,037174828897,Đỗ Trung Thảo,1974-11-18,Nam,0881900876,"430 Trần Phú, Phường An Biên, Quận Lê Chân, Hải Phòng",Hưng Yên,Việt Nam,do.trung.thao993@hotmail.com,0335585666,037174828897,Góa,Thạc sĩ,Kế toán,Ninh Bình,4,2019-03-18,Mường,2023-01-16
CIT-358421,010277836821,Đỗ Hữu Việt,1977-01-18,Nam,0375495824,"402 Lý Thường Kiệt, Phường An Thới, Quận Bình Thủy, Cần Thơ",Thanh Hóa,Việt Nam,do.huu.viet370@gmail.com,0371087161,010277836821,Ly hôn,Thạc sĩ,Nhân viên văn phòng,Bắc Ninh,0,2016-06-26,Kinh,2023-01-19
CIT-127537,049384108310,Phan Thùy Thảo,1984-11-18,Nam,0882561359,"150 Nam Kỳ Khởi Nghĩa, Phường Bần Yên Nhân, TX. Mỹ Hào, Hưng Yên",Thanh Hóa,Việt Nam,phan.thuy.thao743@protonmail.com,0799742683,049384108310,Đã kết hôn,Thạc sĩ,Bác sĩ,Cần Thơ,2,2018-05-18,Thái,2024-10-06
CIT-607753,027379314313,Lê Thị Hà,1979-07-01,Nam,0895222820,"305 Tô Hiến Thành, Xã Bình Thuận, Huyện Đại Từ, Thái Nguyên",Quảng Ninh,Việt Nam,le.thi.ha110@yahoo.com,0841113537,027379314313,Góa,Đại học,Kinh doanh tự do,Hưng Yên,3,2018-10-03,Mường,2022-10-06
CIT-429445,070102502278,Hoàng Quốc Tuấn,2002-06-29,Nam,0916354241,"496 Nguyễn Văn Cừ, Xã Hợp Tiến, Huyện Nam Sách, Hải Dương",Thái Nguyên,Việt Nam,hoang.quoc.tuan386@hotmail.com,0917123944,070102502278,Độc thân,Tiến sĩ,Kế toán,Kiên Giang,1,2022-08-24,H'Mông,2022-02-25
CIT-826490,044269871662,Hồ Thùy Xuân,1969-05-27,Nam,0929376917,"130 Lý Thường Kiệt, Phường Bình Thủy, Quận Bình Thủy, Cần Thơ",Nghệ An,Việt Nam,ho.thuy.xuan76@outlook.com,0977724393,044269871662,Góa,Tiến sĩ,Kỹ sư,Ninh Bình,5,2024-02-10,Khmer,2022-06-24
CIT-778428,067289174418,Trần Phương Lan,1989-07-01,Nam,0916563269,"51 Nguyễn Trãi, Phường Hưng Bình, TP. Vinh, Nghệ An",Thái Nguyên,Việt Nam,tran.phuong.lan457@hotmail.com,0918768911,067289174418,Đã kết hôn,Đại học,Kỹ sư,Đồng Nai,0,2018-04-25,Mường,2022-06-25
CIT-577450,035266359731,Trần Xuân Yến,1966-05-10,Nam,0976843509,"370 Điện Biên Phủ, Phường Long Bình, TP. Biên Hòa, Đồng Nai",Hưng Yên,Việt Nam,tran.xuan.yen308@gmail.com,0391378915,035266359731,Ly hôn,Trung học phổ thông,Bác sĩ,Thái Nguyên,4,2016-12-15,Khmer,2022-11-24
CIT-524723,045102836507,Huỳnh Bảo Phúc,2002-12-29,Nam,0708250013,"231 Nguyễn Văn Cừ, Phường Đông Sơn, TP. Thanh Hóa, Thanh Hóa",Nghệ An,Việt Nam,huynh.bao.phuc5@yahoo.com,0775669851,045102836507,Độc thân,Tiến sĩ,Giáo viên,Kiên Giang,1,2019-02-07,Thái,2023-02-08
CIT-770153,087390553349,Vũ Thị Linh,1990-01-31,Nữ,0907585795,"433 Điện Biên Phủ, Phường Dư Hàng, Quận Lê Chân, Hải Phòng",Bình Dương,Việt Nam,vu.thi.linh941@protonmail.com,0373247270,087390553349,Ly hôn,Trung học phổ thông,Kế toán,Hải Dương,0,2017-01-19,Thái,2022-10-17
CIT-294776,014386443588,Đặng Anh Phúc,1986-10-02,Nữ,0703799538,"96 Phan Đình Phùng, Phường Xuân Thanh, TP. Long Khánh, Đồng Nai",Thừa Thiên Huế,Việt Nam,dang.anh.phuc887@hotmail.com,0329130388,014386443588,Đã kết hôn,Cao đẳng,Kinh doanh tự do,Kiên Giang,4,2022-04-28,Mường,2024-04-17
CIT-275377,084391512438,Đỗ Thùy Phúc,1991-11-08,Nam,0334699871,"116 Phạm Văn Đồng, Phường Hải Tân, TP. Hải Dương, Hải Dương",Hải Dương,Việt Nam,do.thuy.phuc800@outlook.com,0989569902,084391512438,Độc thân,Tiến sĩ,Giáo viên,Bắc Ninh,4,2024-03-26,Thái,2022-03-27
CIT-871740,022384107391,Ngô Ngọc Quân,1984-07-04,Nam,0841540736,"442 Trần Phú, Phường Phú Bài, TX. Hương Thủy, Thừa Thiên Huế",Thừa Thiên Huế,Việt Nam,ngo.ngoc.quan795@yahoo.com,0776882609,022384107391,Góa,Cao đẳng,Bác sĩ,Quảng Ninh,1,2024-01-13,Kinh,2023-12-20
CIT-406849,017284738253,Đặng Thành Tuấn,1984-03-02,Nữ,0829630451,"471 Lê Lợi, Phường Đổng Quốc Bình, Quận Ngô Quyền, Hải Phòng",Bắc Ninh,Việt Nam,dang.thanh.tuan719@yahoo.com,0793453557,017284738253,Ly hôn,Cao đẳng,Kinh doanh tự do,Đồng Nai,1,2021-06-23,Nùng,2023-07-05
CIT-640659,008080422419,Đỗ Anh Nga,1980-04-10,Nữ,0898628527,"445 Trần Phú, Phường Xuân An, TP. Long Khánh, Đồng Nai",Thừa Thiên Huế,Việt Nam,do.anh.nga871@gmail.com,0914654579,008080422419,Góa,Cao đẳng,Công nhân,Bắc Ninh,2,2024-04-15,Thái,2023-11-23
CIT-460437,086385826596,Đặng Hữu Giang,1985-05-24,Nam,0342670586,"476 Hai Bà Trưng, Phường Phú Hội, TP. Huế, Thừa Thiên Huế",Thừa Thiên Huế,Việt Nam,dang.huu.giang1@outlook.com,0763213134,086385826596,Ly hôn,Cao đẳng,Lập trình viên,Đà Nẵng,5,2019-01-16,Thái,2022-06-18
CIT-420349,006367655993,Huỳnh Thanh Uyên,1967-06-04,Nam,0932530068,"245 Trần Phú, Phường Lạch Tray, Quận Ngô Quyền, Hải Phòng",Cần Thơ,Việt Nam,huynh.thanh.uyen532@outlook.com,0321135267,006367655993,Ly hôn,Trung học phổ thông,Kinh doanh tự do,Cần Thơ,3,2015-10-18,Tày,2024-02-24
CIT-413791,033264923783,Trần Ngọc Dũng,1964-08-17,Nam,0903233823,"313 Hai Bà Trưng, Phường An Khánh, Quận Ninh Kiều, Cần Thơ",Thừa Thiên Huế,Việt Nam,tran.ngoc.dung740@yahoo.com,0587907345,033264923783,Góa,Cao đẳng,Giáo viên,Hải Phòng,1,2023-06-10,Kinh,2024-02-26
CIT-775933,014195290421,Huỳnh Anh Mai,1995-06-27,Nam,0795780177,"266 Tô Hiến Thành, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",An Giang,Việt Nam,huynh.anh.mai766@outlook.com,0831915518,014195290421,Đã kết hôn,Thạc sĩ,Kinh doanh tự do,Hải Phòng,1,2020-08-08,Nùng,2022-05-26
CIT-505629,093276138394,Đặng Trung An,1976-03-13,Nữ,0893898604,"301 Trần Phú, Phường Tân Phong, TP. Biên Hòa, Đồng Nai",Hà Nội,Việt Nam,dang.trung.an221@gmail.com,0357676912,093276138394,Ly hôn,Tiến sĩ,Kinh doanh tự do,Nghệ An,5,2019-07-06,Kinh,2022-11-09
CIT-262924,049163847312,Hoàng Thị Long,1963-07-18,Nữ,0912109227,"374 Trường Chinh, Xã Hợp Tiến, Huyện Nam Sách, Hải Dương",TP. Hồ Chí Minh,Việt Nam,hoang.thi.long89@outlook.com,0398606317,049163847312,Độc thân,Đại học,Bác sĩ,Hải Phòng,0,2022-12-09,Tày,2022-01-24
CIT-489933,051283175073,Lê Thùy Nam,1983-06-17,Nam,0822980663,"140 Lê Văn Sỹ, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Đà Nẵng,Việt Nam,le.thuy.nam730@protonmail.com,0369323974,051283175073,Góa,Tiến sĩ,Nhân viên văn phòng,TP. Hồ Chí Minh,3,2024-08-20,Khmer,2022-12-08
CIT-876764,011094239499,Huỳnh Đức Linh,1994-09-09,Nam,0341206159,"187 Cách Mạng Tháng 8, Phường Đồng Quang, TP. Thái Nguyên, Thái Nguyên",Cần Thơ,Việt Nam,huynh.duc.linh954@gmail.com,0924766741,011094239499,Ly hôn,Cao đẳng,Kinh doanh tự do,Hưng Yên,2,2024-04-06,Kinh,2024-02-03
CIT-943409,006100234026,Trần Bảo Việt,2000-06-16,Nam,0912156393,"168 Trần Phú, Phường Phú Bài, TX. Hương Thủy, Thừa Thiên Huế",Kiên Giang,Việt Nam,tran.bao.viet9@hotmail.com,0765892153,006100234026,Ly hôn,Tiến sĩ,Kế toán,Thừa Thiên Huế,2,2021-08-20,Mường,2023-02-05
CIT-106687,080194157880,Hồ Trung Thảo,1994-02-10,Nữ,0334909053,"487 Phan Đình Phùng, Phường Dương Đông, TP. Phú Quốc, Kiên Giang",Hà Nội,Việt Nam,ho.trung.thao870@hotmail.com,0384442590,080194157880,Đã kết hôn,Thạc sĩ,Công nhân,TP. Hồ Chí Minh,1,2022-12-24,Thái,2022-07-10
CIT-490586,086300734891,Nguyễn Trung Lan,2000-04-01,Nữ,0372603516,"39 Nguyễn Văn Cừ, Phường Đông Xuyên, TP. Long Xuyên, An Giang",TP. Hồ Chí Minh,Việt Nam,nguyen.trung.lan679@yahoo.com,0795893511,086300734891,Ly hôn,Đại học,Kinh doanh tự do,Hưng Yên,2,2020-01-29,Thái,2023-04-24
CIT-210790,079094162959,Trần Minh Giang,1994-12-26,Nam,0948819107,"275 Võ Thị Sáu, Phường Bần Yên Nhân, TX. Mỹ Hào, Hưng Yên",Quảng Ninh,Việt Nam,tran.minh.giang316@outlook.com,0813011815,079094162959,Độc thân,Cao đẳng,Lập trình viên,TP. Hồ Chí Minh,1,2024-05-16,H'Mông,2023-11-03
CIT-638401,095271415492,Lê Thị Xuân,1971-02-18,Nam,0845364874,"438 Điện Biên Phủ, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",Kiên Giang,Việt Nam,le.thi.xuan97@outlook.com,0383345338,095271415492,Độc thân,Trung học phổ thông,Kỹ sư,Thái Nguyên,1,2017-03-22,H'Mông,2024-03-31
CIT-714590,066002610610,Huỳnh Thanh Uyên,2002-01-21,Nữ,0361365746,"415 Lý Thường Kiệt, Phường Thạch Thang, Quận Hải Châu, Đà Nẵng",Đà Nẵng,Việt Nam,huynh.thanh.uyen126@gmail.com,0961849559,066002610610,Đã kết hôn,Tiến sĩ,Kinh doanh tự do,Thanh Hóa,3,2015-05-01,Mường,2024-05-23
CIT-567676,019200293448,Lê Quốc Hùng,2000-09-28,Nam,0345123584,"452 Phạm Văn Đồng, Phường Văn An, TP. Chí Linh, Hải Dương",Đồng Nai,Việt Nam,le.quoc.hung90@hotmail.com,0903302438,019200293448,Góa,Cao đẳng,Nông dân,Thái Nguyên,5,2023-12-30,Khmer,2022-02-09
CIT-693128,046376360745,Phan Phương Xuân,1976-02-09,Nữ,0905537157,"306 Trường Chinh, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",Hà Nội,Việt Nam,phan.phuong.xuan60@outlook.com,0884905100,046376360745,Đã kết hôn,Trung học phổ thông,Kế toán,Thái Nguyên,2,2020-12-25,H'Mông,2022-04-25
CIT-979988,096397372039,Ngô Minh Toàn,1997-12-21,Nam,0704968669,"468 Nguyễn Văn Cừ, Xã Đại Đồng, Huyện Văn Lâm, Hưng Yên",Hà Nội,Việt Nam,ngo.minh.toan971@protonmail.com,0584158036,096397372039,Góa,Tiến sĩ,Lập trình viên,Bình Dương,3,2015-06-05,Kinh,2022-04-26
CIT-447848,051360000716,Phạm Hữu Lan,1960-11-22,Nam,0566716988,"12 Lý Thường Kiệt, Phường An Phú, Huyện Thuận An, Bình Dương",Cần Thơ,Việt Nam,pham.huu.lan867@protonmail.com,0892216878,051360000716,Ly hôn,Thạc sĩ,Giáo viên,Hưng Yên,2,2018-08-14,Tày,2022-11-19
CIT-841535,048203182664,Hồ Anh Uyên,2003-02-03,Nữ,0783941912,"66 Hai Bà Trưng, Phường Quảng Tiến, TP. Sầm Sơn, Thanh Hóa",Hà Nội,Việt Nam,ho.anh.uyen872@protonmail.com,0344054824,048203182664,Ly hôn,Tiến sĩ,Kế toán,Hải Phòng,3,2016-07-30,Thái,2022-06-09
CIT-843404,064067861574,Phạm Quốc Mai,1967-07-13,Nữ,0941191186,"355 Trần Phú, Phường Suối Hoa, TP. Bắc Ninh, Bắc Ninh",Ninh Bình,Việt Nam,pham.quoc.mai806@gmail.com,0321807780,064067861574,Góa,Thạc sĩ,Kinh doanh tự do,Bình Dương,3,2020-07-12,Mường,2023-12-21
CIT-573209,046197170557,Đặng Anh Dũng,1997-03-06,Nam,0345947745,"488 Đinh Tiên Hoàng, Phường Láng Hạ, Quận Đống Đa, Hà Nội",Đà Nẵng,Việt Nam,dang.anh.dung175@outlook.com,0592258331,046197170557,Độc thân,Đại học,Công nhân,Hà Nội,3,2022-05-01,Tày,2024-06-08
CIT-831063,022174429161,Lê Văn Dũng,1974-11-07,Nữ,0835989554,"202 Nguyễn Văn Cừ, Phường Hoàng Văn Thụ, TP. Thái Nguyên, Thái Nguyên",Kiên Giang,Việt Nam,le.van.dung158@gmail.com,0891064014,022174429161,Góa,Trung học phổ thông,Lập trình viên,Đồng Nai,1,2016-02-02,Kinh,2023-02-28
CIT-221119,010303884756,Lê Thanh Long,2003-10-30,Nữ,0918901136,"47 Phạm Văn Đồng, Xã Đồi 61, Huyện Trảng Bom, Đồng Nai",Thanh Hóa,Việt Nam,le.thanh.long380@outlook.com,0894130342,010303884756,Góa,Trung học phổ thông,Lập trình viên,Thừa Thiên Huế,3,2017-12-14,Tày,2023-07-05
CIT-800596,070093089870,Bùi Văn Giang,1993-09-28,Nữ,0924817030,"420 Lê Văn Sỹ, Phường Rạch Sỏi, TP. Rạch Giá, Kiên Giang",Nghệ An,Việt Nam,bui.van.giang587@yahoo.com,0976013906,070093089870,Độc thân,Thạc sĩ,Kỹ sư,An Giang,4,2020-10-17,H'Mông,2022-10-29
CIT-947732,094167222182,Trần Phương Quân,1967-10-03,Nam,0561715982,"104 Lý Thường Kiệt, Phường Hà Huy Tập, TP. Vinh, Nghệ An",Bắc Ninh,Việt Nam,tran.phuong.quan933@gmail.com,0377511223,094167222182,Góa,Tiến sĩ,Nhân viên văn phòng,Bắc Ninh,4,2020-02-20,H'Mông,2022-01-26
CIT-534574,051386117984,Ngô Ngọc Tuấn,1986-05-10,Nam,0582681144,"403 Hoàng Diệu, Xã An Đồng, Huyện An Dương, Hải Phòng",Kiên Giang,Việt Nam,ngo.ngoc.tuan899@outlook.com,0817426403,051386117984,Góa,Tiến sĩ,Công nhân,TP. Hồ Chí Minh,1,2018-02-02,Mường,2022-10-22
CIT-447596,038091415018,Bùi Hữu Việt,1991-02-11,Nam,0358972838,"173 Hoàng Diệu, Phường Đông Ngàn, TP. Từ Sơn, Bắc Ninh",Hải Dương,Việt Nam,bui.huu.viet864@outlook.com,0384824490,038091415018,Đã kết hôn,Đại học,Công nhân,Hưng Yên,2,2023-03-05,Mường,2022-07-02
CIT-607993,083300776936,Phạm Thùy Hùng,2000-12-21,Nữ,0359644791,"364 Lê Văn Sỹ, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",Thanh Hóa,Việt Nam,pham.thuy.hung800@protonmail.com,0333914829,083300776936,Đã kết hôn,Cao đẳng,Kỹ sư,Thái Nguyên,0,2020-02-13,Kinh,2024-01-09
CIT-516224,083376529663,Hồ Minh Linh,1976-07-10,Nam,0335059047,"91 Hoàng Văn Thụ, Phường Tây Sơn, TP. Tam Điệp, Ninh Bình",Kiên Giang,Việt Nam,ho.minh.linh353@yahoo.com,0812516524,083376529663,Ly hôn,Trung học phổ thông,Kinh doanh tự do,TP. Hồ Chí Minh,1,2024-07-29,Khmer,2023-03-15
CIT-783238,068170282154,Dương Minh Uyên,1970-02-05,Nữ,0331149283,"308 Nguyễn Huệ, Phường Tân Hiệp, TP. Biên Hòa, Đồng Nai",Thái Nguyên,Việt Nam,duong.minh.uyen623@hotmail.com,0828110298,068170282154,Góa,Đại học,Công nhân,Bắc Ninh,1,2020-03-26,Thái,2024-12-02
CIT-794530,011086536361,Dương Hữu Nga,1986-03-21,Nữ,0836007595,"173 Nguyễn Trãi, Phường An Biên, Quận Lê Chân, Hải Phòng",Hưng Yên,Việt Nam,duong.huu.nga268@hotmail.com,0763515396,011086536361,Đã kết hôn,Trung học phổ thông,Kinh doanh tự do,Hưng Yên,5,2016-07-27,Nùng,2022-02-22
CIT-507135,092371424252,Đỗ Thùy Long,1971-08-21,Nam,0766757387,"465 Võ Thị Sáu, Xã Bình Thuận, Huyện Đại Từ, Thái Nguyên",An Giang,Việt Nam,do.thuy.long866@yahoo.com,0705928878,092371424252,Độc thân,Thạc sĩ,Bác sĩ,Bắc Ninh,5,2024-01-24,Khmer,2023-01-10
CIT-334176,010189372541,Đỗ Trung Mai,1989-05-10,Nữ,0926558579,"238 Đinh Tiên Hoàng, Phường Trung Sơn, TP. Tam Điệp, Ninh Bình",Đồng Nai,Việt Nam,do.trung.mai888@protonmail.com,0368922531,010189372541,Đã kết hôn,Tiến sĩ,Giáo viên,Thanh Hóa,4,2018-05-07,Mường,2022-04-21
CIT-697062,020266429068,Dương Xuân Giang,1966-02-28,Nữ,0586308033,"171 Hai Bà Trưng, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",Hưng Yên,Việt Nam,duong.xuan.giang5@outlook.com,0824512853,020266429068,Đã kết hôn,Tiến sĩ,Bác sĩ,Đồng Nai,0,2016-06-14,Khmer,2024-06-07
CIT-104895,095379401936,Đỗ Anh Nga,1979-03-31,Nam,0767259602,"10 Nguyễn Huệ, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội",Thái Nguyên,Việt Nam,do.anh.nga711@hotmail.com,0843163099,095379401936,Độc thân,Thạc sĩ,Nông dân,Hải Dương,1,2015-09-25,H'Mông,2022-04-04
CIT-820141,051292454730,Hoàng Thành Quân,1992-08-24,Nam,0869223833,"486 Cách Mạng Tháng 8, Phường Nam Bình, TP. Ninh Bình, Ninh Bình",Hà Nội,Việt Nam,hoang.thanh.quan230@yahoo.com,0771367643,051292454730,Đã kết hôn,Trung học phổ thông,Nhân viên văn phòng,TP. Hồ Chí Minh,3,2024-10-30,Nùng,2023-06-08
CIT-213365,060062694125,Ngô Bảo Tuấn,1962-03-07,Nam,0352942630,"64 Phạm Văn Đồng, Phường Nghi Thu, TX. Cửa Lò, Nghệ An",Bắc Ninh,Việt Nam,ngo.bao.tuan719@yahoo.com,0771156104,060062694125,Ly hôn,Thạc sĩ,Giáo viên,An Giang,2,2021-12-25,Khmer,2022-10-08
CIT-219550,074082296439,Phan Xuân Dũng,1982-12-12,Nam,0984332737,"184 Nam Kỳ Khởi Nghĩa, Phường Cẩm Tây, TP. Cẩm Phả, Quảng Ninh",Hải Dương,Việt Nam,phan.xuan.dung41@protonmail.com,0984484526,074082296439,Góa,Đại học,Kế toán,Hà Nội,0,2022-07-14,Kinh,2022-08-15
CIT-636561,015082817392,Dương Hữu Việt,1982-03-01,Nam,0385293157,"136 Điện Biên Phủ, Phường Thắng Lợi, TP. Sông Công, Thái Nguyên",TP. Hồ Chí Minh,Việt Nam,duong.huu.viet833@yahoo.com,0345874908,015082817392,Ly hôn,Đại học,Kinh doanh tự do,Hải Phòng,0,2024-07-18,H'Mông,2022-04-04
