ho_so_id,ref_id,ten_chu_ho_so,val_02,loai_ho_so,co_quan_tiep_nhan,ngay_nop,han_giai_quyet,trang_thai_xu_ly,ext_info,code_x,so_bao_hiem,phi_ho_so,nhan_vien_xu_ly,dia_chi_lien_lac,meta_addr,so_ho_khau,kenh_tiep_nhan,ket_qua_xu_ly,updated_at
ADM-968671,087096378781,Lê Phương Dũng,0936015431,Chứng minh nhân dân,UBND Quận 1,2021-01-07,2021-02-20,Hoàn thành,le.phuong.dung91@protonmail.com,087096378781,8767552475,200000,NV-604672,"58 Đinh Tiên Hoàng, Xã Hoằng Hà, Huyện Hoằng Hóa, Thanh Hóa","404 Nguyễn Huệ, Phường An Tảo, TP. Hưng Yên, Hưng Yên",049/105405,Bưu điện,Chấp thuận,2023-02-17
ADM-340670,026194966897,Vũ Quốc Yến,0702203394,Khai tử,Sở Tư pháp TP.HCM,2022-07-28,2022-09-18,Hoàn thành,vu.quoc.yen175@hotmail.com,026194966897,3053115080,100000,NV-237447,"129 Trần Phú, Phường Dương Đông, TP. Phú Quốc, Kiên Giang","341 Hoàng Văn Thụ, Phường Đông Thành, TP. Ninh Bình, Ninh Bình",068/894977,Trực tiếp,Chấp thuận,2022-02-15
ADM-919351,094093855756,Phạm Thị Nam,0324474837,Giấy phép xây dựng,UBND Huyện Gia Lâm,2023-08-31,2023-10-14,Đang xử lý,pham.thi.nam719@protonmail.com,094093855756,6048451563,50000,NV-518857,"330 Đinh Tiên Hoàng, Phường Quang Trung, TP. Vinh, Nghệ An","217 Trần Phú, Phường Cao Thắng, TP. Hạ Long, Quảng Ninh",087/201237,Qua đại lý,Đang xem xét,2022-10-11
ADM-999828,089077863428,Ngô Minh Tuấn,0387263884,Đăng ký kinh doanh,Sở Tư pháp TP.HCM,2021-07-04,2021-07-28,Từ chối,ngo.minh.tuan118@outlook.com,089077863428,4511677359,200000,NV-483618,"226 Cách Mạng Tháng 8, Phường Lê Thanh Nghị, TP. Hải Dương, Hải Dương","131 Tô Hiến Thành, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",094/320723,Trực tiếp,Chấp thuận,2023-01-29
ADM-487493,077002460225,Bùi Đức Hùng,0399013856,Hộ chiếu,UBND TP. Hà Nội,2021-10-02,2021-11-21,Từ chối,bui.duc.hung836@gmail.com,077002460225,2974757383,0,NV-771261,"222 Nguyễn Huệ, Phường Rạch Sỏi, TP. Rạch Giá, Kiên Giang","26 Nam Kỳ Khởi Nghĩa, Phường Bắc Sơn, TP. Tam Điệp, Ninh Bình",035/823438,Qua đại lý,Đang xem xét,2022-08-14
ADM-903179,089260801420,Ngô Đức Yến,0827755100,Khai sinh,UBND Quận Bình Thạnh,2021-11-05,2021-12-05,Từ chối,ngo.duc.yen305@yahoo.com,089260801420,7784516713,50000,NV-483437,"254 Điện Biên Phủ, Phường Mỹ Xuyên, TP. Long Xuyên, An Giang","260 Nguyễn Văn Cừ, Phường Đông Xuyên, TP. Long Xuyên, An Giang",080/607986,Trực tiếp,Chấp thuận,2022-12-02
ADM-456337,012166642288,Bùi Quốc Thảo,0351952359,Chứng minh nhân dân,Sở Kế hoạch và Đầu tư Hà Nội,2024-08-08,2024-08-16,Chờ bổ sung hồ sơ,bui.quoc.thao349@yahoo.com,012166642288,6142007501,200000,NV-862427,"342 Hoàng Văn Thụ, Phường Bắc Sơn, TP. Tam Điệp, Ninh Bình","386 Trường Chinh, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương",002/223098,Online,Chấp thuận,2024-07-24
ADM-532656,062265411161,Phan Thị Tâm,0827490399,Giấy phép lái xe,Sở Kế hoạch và Đầu tư Hà Nội,2023-06-30,2023-08-10,Đang xử lý,phan.thi.tam769@yahoo.com,062265411161,4364106631,0,NV-410501,"446 Nguyễn Trãi, Xã Bình Mỹ, Huyện Châu Phú, An Giang","193 Nguyễn Huệ, Xã An Đồng, Huyện An Dương, Hải Phòng",095/338227,Qua đại lý,Đang xem xét,2022-10-07
ADM-709190,002190901056,Hồ Thùy Nam,0379372028,Ly hôn,UBND TP. Hà Nội,2024-10-29,2024-12-01,Chờ bổ sung hồ sơ,ho.thuy.nam501@outlook.com,002190901056,6049858931,100000,NV-724233,"406 Điện Biên Phủ, Phường Tứ Hạ, TX. Hương Trà, Thừa Thiên Huế","23 Nam Kỳ Khởi Nghĩa, Xã Đặng Cương, Huyện An Dương, Hải Phòng",026/459926,Online,Đang xem xét,2023-01-30
ADM-558749,096389012203,Ngô Trung An,0938002023,Đăng ký kết hôn,UBND Quận Bình Thạnh,2022-09-01,2022-10-08,Hoàn thành,ngo.trung.an242@protonmail.com,096389012203,1887964814,50000,NV-562277,"177 Lý Thường Kiệt, Phường Thanh Bình, TP. Ninh Bình, Ninh Bình","177 Nguyễn Huệ, Phường Nhân Hòa, TX. Mỹ Hào, Hưng Yên",060/360037,Qua đại lý,Đang xem xét,2022-10-17
ADM-473892,054060163018,Phan Ngọc Tuấn,0366066077,Ly hôn,Sở Tư pháp Hà Nội,2024-10-21,2024-11-14,Hoàn thành,phan.ngoc.tuan73@gmail.com,054060163018,1383464643,0,NV-443088,"464 Bà Triệu, Phường Tân Phong, TP. Biên Hòa, Đồng Nai","427 Lê Lợi, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh",012/629868,Online,Từ chối,2024-02-21
ADM-991522,051093338539,Hoàng Thanh Giang,0383209766,Khai sinh,UBND Quận Hoàn Kiếm,2022-11-05,2022-11-14,Đang xử lý,hoang.thanh.giang996@outlook.com,051093338539,7178425621,0,NV-285797,"190 Võ Thị Sáu, Phường Châu Phú A, TP. Châu Đốc, An Giang","299 Trần Phú, Xã Ninh Mỹ, Huyện Hoa Lư, Ninh Bình",067/625138,Qua đại lý,Chấp thuận,2022-12-21
ADM-524488,080379424758,Phạm Đức Toàn,0966061508,Giấy phép lái xe,UBND Quận Hoàn Kiếm,2024-12-27,2025-01-21,Từ chối,pham.duc.toan907@hotmail.com,080379424758,8979259956,200000,NV-231183,"282 Võ Thị Sáu, Phường Cẩm Bình, TP. Cẩm Phả, Quảng Ninh","8 Lê Văn Sỹ, Phường Hồng Gai, TP. Hạ Long, Quảng Ninh",084/123015,Trực tiếp,Chấp thuận,2023-05-30
ADM-817189,091193548401,Đặng Thanh Lan,0762327849,Đăng ký kinh doanh,Sở Kế hoạch và Đầu tư Hà Nội,2022-05-18,2022-07-17,Đang xử lý,dang.thanh.lan243@outlook.com,091193548401,8596037468,0,NV-152264,"497 Hai Bà Trưng, Phường Ba Đình, TP. Thanh Hóa, Thanh Hóa","378 Nguyễn Trãi, Phường Chánh Nghĩa, TP. Thủ Dầu Một, Bình Dương",051/534238,Online,Đang xem xét,2022-08-26
ADM-329011,082062931181,Ngô Đức Quân,0325214580,Giấy phép xây dựng,Sở Kế hoạch và Đầu tư Hà Nội,2021-05-27,2021-06-29,Từ chối,ngo.duc.quan208@protonmail.com,082062931181,6267222345,0,NV-519960,"172 Nguyễn Trãi, Phường Thuận Hòa, TP. Huế, Thừa Thiên Huế","287 Trần Phú, Phường An Bình, TP. Rạch Giá, Kiên Giang",001/141138,Online,Chấp thuận,2022-07-30
ADM-381395,058067986915,Huỳnh Phương Uyên,0566066447,Hộ chiếu,UBND Huyện Gia Lâm,2023-11-20,2023-11-29,Hoàn thành,huynh.phuong.uyen724@protonmail.com,058067986915,4141904737,50000,NV-568931,"488 Trường Chinh, Phường Ba Đình, TP. Thanh Hóa, Thanh Hóa","177 Phạm Văn Đồng, Phường Hải Tân, TP. Hải Dương, Hải Dương",077/349801,Bưu điện,Từ chối,2024-04-29
ADM-601062,046298412530,Hồ Thị Châu,0884806092,Giấy phép xây dựng,UBND Quận Bình Thạnh,2021-11-19,2022-01-07,Đang xử lý,ho.thi.chau902@protonmail.com,046298412530,4136746514,50000,NV-642424,"7 Nguyễn Huệ, Phường Đa Kao, Quận 1, TP. Hồ Chí Minh","471 Nguyễn Trãi, Phường Cẩm Đông, TP. Cẩm Phả, Quảng Ninh",089/528885,Bưu điện,Đang xem xét,2023-01-17
ADM-561397,006274607201,Đỗ Hữu Uyên,0799477207,Chứng minh nhân dân,UBND Quận 1,2021-01-14,2021-02-05,Hoàn thành,do.huu.uyen706@yahoo.com,006274607201,5643764511,50000,NV-218577,"423 Phan Đình Phùng, Xã Trường Yên, Huyện Hoa Lư, Ninh Bình","15 Lý Thường Kiệt, Phường Quan Hoa, Quận Cầu Giấy, Hà Nội",026/288437,Trực tiếp,Đang xem xét,2022-05-23
ADM-386697,092193494003,Nguyễn Hữu Uyên,0972736835,Khai sinh,Sở Tư pháp TP.HCM,2024-03-20,2024-05-04,Từ chối,nguyen.huu.uyen419@gmail.com,092193494003,8417006977,100000,NV-506232,"48 Lê Văn Sỹ, Phường Trung Sơn, TP. Sầm Sơn, Thanh Hóa","434 Lý Thường Kiệt, Phường Vĩnh Thanh, TP. Rạch Giá, Kiên Giang",042/884249,Trực tiếp,Chấp thuận,2022-01-15
ADM-414716,022175929729,Ngô Thành Nam,0825993876,Khai tử,UBND Quận 1,2021-11-04,2021-11-27,Chờ bổ sung hồ sơ,ngo.thanh.nam331@outlook.com,022175929729,6794568589,100000,NV-356847,"219 Tô Hiến Thành, Phường Hoàng Văn Thụ, TP. Thái Nguyên, Thái Nguyên","62 Hoàng Diệu, Phường Lý Thái Tổ, Quận Hoàn Kiếm, Hà Nội",025/980129,Online,Từ chối,2022-07-14
ADM-599069,091079024310,Trần Phương Uyên,0357077589,Chứng minh nhân dân,UBND TP. Hà Nội,2023-11-22,2023-12-16,Hoàn thành,tran.phuong.uyen743@gmail.com,091079024310,9366452361,100000,NV-917631,"175 Trường Chinh, Phường Đồng Quang, TP. Thái Nguyên, Thái Nguyên","238 Trần Phú, Phường An Biên, Quận Lê Chân, Hải Phòng",035/321355,Qua đại lý,Chấp thuận,2023-09-18
ADM-438968,002381353261,Dương Bảo Sơn,0381841360,Giấy phép xây dựng,UBND Huyện Gia Lâm,2022-08-07,2022-08-23,Từ chối,duong.bao.son298@outlook.com,002381353261,4214844800,100000,NV-952334,"388 Lý Thường Kiệt, Xã Phú Cường, Huyện Đại Từ, Thái Nguyên","370 Trường Chinh, Phường Nghi Hải, TX. Cửa Lò, Nghệ An",010/514633,Qua đại lý,Chấp thuận,2024-09-21
ADM-531675,062189312645,Đỗ Thành Châu,0838456068,Khai tử,UBND TP. Hà Nội,2022-07-17,2022-09-01,Đang xử lý,do.thanh.chau147@yahoo.com,062189312645,3716477443,200000,NV-553280,"470 Điện Biên Phủ, Phường Phú Cường, TP. Thủ Dầu Một, Bình Dương","312 Đinh Tiên Hoàng, Xã An Đồng, Huyện An Dương, Hải Phòng",060/846141,Trực tiếp,Đang xem xét,2023-05-22
ADM-580536,048386160292,Huỳnh Xuân Châu,0819763704,Đăng ký kết hôn,UBND Quận Hoàn Kiếm,2023-03-19,2023-04-27,Hoàn thành,huynh.xuan.chau49@hotmail.com,048386160292,5145669468,200000,NV-646834,"219 Cách Mạng Tháng 8, Phường Hưng Bình, TP. Vinh, Nghệ An","86 Cách Mạng Tháng 8, Xã Đặng Cương, Huyện An Dương, Hải Phòng",054/918729,Online,Chấp thuận,2023-02-04
ADM-721721,067365666370,Vũ Anh Xuân,0764297833,Chứng minh nhân dân,UBND Quận Bình Thạnh,2023-08-03,2023-08-25,Đang xử lý,vu.anh.xuan200@outlook.com,067365666370,6379444310,200000,NV-688852,"53 Nguyễn Trãi, Xã Lạc Đạo, Huyện Văn Lâm, Hưng Yên","479 Hai Bà Trưng, Xã Hàm Ninh, TP. Phú Quốc, Kiên Giang",012/556353,Qua đại lý,Chấp thuận,2022-09-20
ADM-995011,040302582739,Hồ Thanh Hà,0913193894,Đăng ký kết hôn,UBND Quận 1,2022-03-11,2022-03-26,Chờ bổ sung hồ sơ,ho.thanh.ha123@hotmail.com,040302582739,1271803815,0,NV-542580,"17 Nam Kỳ Khởi Nghĩa, Phường Thanh Bình, TP. Hải Dương, Hải Dương","60 Nguyễn Huệ, Phường Mỹ An, Quận Ngũ Hành Sơn, Đà Nẵng",042/314032,Online,Từ chối,2022-01-05
ADM-738545,054174562366,Vũ Hữu Phúc,0794154067,Ly hôn,Sở Tư pháp TP.HCM,2022-04-09,2022-05-18,Đang xử lý,vu.huu.phuc681@protonmail.com,054174562366,8780262496,100000,NV-118250,"427 Hoàng Văn Thụ, Phường Hải Tân, TP. Hải Dương, Hải Dương","62 Hoàng Văn Thụ, Phường An Biên, Quận Lê Chân, Hải Phòng",024/219361,Online,Từ chối,2023-03-14
ADM-735068,060179726756,Nguyễn Thành Dũng,0565282328,Chứng minh nhân dân,UBND Quận 1,2024-12-27,2025-01-22,Đang xử lý,nguyen.thanh.dung401@outlook.com,060179726756,4260021904,50000,NV-241657,"144 Nguyễn Huệ, Xã Dũng Liệt, Huyện Yên Phong, Bắc Ninh","69 Phan Đình Phùng, Xã Phú Cường, Huyện Đại Từ, Thái Nguyên",010/596123,Bưu điện,Chấp thuận,2022-11-20
ADM-311832,035272488804,Nguyễn Thành Sơn,0945779687,Đăng ký kết hôn,UBND Quận Hoàn Kiếm,2023-05-05,2023-05-24,Chờ bổ sung hồ sơ,nguyen.thanh.son787@hotmail.com,035272488804,1253988347,100000,NV-792972,"414 Cách Mạng Tháng 8, Xã Diễn Hồng, Huyện Diễn Châu, Nghệ An","306 Phạm Văn Đồng, Phường Hố Nai, TP. Biên Hòa, Đồng Nai",094/101381,Qua đại lý,Chấp thuận,2023-05-20
ADM-421978,036399681288,Vũ Hữu Nga,0363134830,Khai tử,UBND TP. Hà Nội,2024-12-13,2025-01-06,Hoàn thành,vu.huu.nga962@protonmail.com,036399681288,9067335229,0,NV-924504,"5 Bà Triệu, Xã Hòa Điền, Huyện Kiên Lương, Kiên Giang","243 Trần Phú, Phường Cộng Hòa, TP. Chí Linh, Hải Dương",096/225047,Qua đại lý,Đang xem xét,2023-11-09
ADM-351829,096365760228,Bùi Thành Châu,0354572847,Ly hôn,UBND Huyện Gia Lâm,2022-01-22,2022-03-16,Đang xử lý,bui.thanh.chau831@gmail.com,096365760228,8354034658,200000,NV-739162,"305 Phan Đình Phùng, Xã Đồng Lạc, Huyện Nam Sách, Hải Dương","17 Lê Văn Sỹ, Xã Đại Đồng, Huyện Văn Lâm, Hưng Yên",027/881259,Online,Đang xem xét,2022-06-22
ADM-291657,011160117592,Nguyễn Xuân Sơn,0911923293,Đăng ký kinh doanh,Sở Tư pháp Hà Nội,2021-01-02,2021-02-21,Từ chối,nguyen.xuan.son266@yahoo.com,011160117592,3745685405,0,NV-193931,"258 Trường Chinh, Phường Nhân Hòa, TX. Mỹ Hào, Hưng Yên","306 Trần Phú, Phường Dương Đông, TP. Phú Quốc, Kiên Giang",035/689719,Online,Từ chối,2022-01-27
ADM-828668,089380236090,Phan Minh Phúc,0833852879,Đăng ký kết hôn,UBND Quận Hoàn Kiếm,2021-01-17,2021-02-21,Từ chối,phan.minh.phuc413@outlook.com,089380236090,5408142655,100000,NV-367284,"391 Phạm Văn Đồng, Phường Sao Đỏ, TP. Chí Linh, Hải Dương","419 Điện Biên Phủ, Xã Tam Giang, Huyện Yên Phong, Bắc Ninh",046/776589,Trực tiếp,Đang xem xét,2024-04-09
ADM-561466,068265029282,Phạm Quốc Lan,0797090590,Giấy phép lái xe,UBND Quận 1,2021-07-03,2021-08-03,Chờ bổ sung hồ sơ,pham.quoc.lan712@hotmail.com,068265029282,7749970356,50000,NV-675152,"424 Tô Hiến Thành, Xã Khánh Hòa, Huyện Châu Phú, An Giang","259 Bà Triệu, Phường Tây Lộc, TP. Huế, Thừa Thiên Huế",026/475131,Bưu điện,Đang xem xét,2022-12-14
ADM-125702,094366490081,Vũ Đức Châu,0324717247,Giấy phép xây dựng,UBND Quận 1,2021-11-25,2021-12-25,Đang xử lý,vu.duc.chau83@outlook.com,094366490081,3881243245,50000,NV-455710,"20 Bà Triệu, Phường Cẩm Tây, TP. Cẩm Phả, Quảng Ninh","326 Điện Biên Phủ, Phường Trung Sơn, TP. Tam Điệp, Ninh Bình",056/767559,Bưu điện,Đang xem xét,2023-08-10
ADM-235604,052374804524,Đỗ Đức Long,0568331459,Hộ chiếu,Sở Tư pháp TP.HCM,2021-09-23,2021-10-10,Đang xử lý,do.duc.long938@protonmail.com,052374804524,2875947138,100000,NV-699670,"161 Phạm Văn Đồng, Phường An Phú, Huyện Thuận An, Bình Dương","435 Lý Thường Kiệt, Phường Rạch Sỏi, TP. Rạch Giá, Kiên Giang",020/995901,Bưu điện,Đang xem xét,2023-04-03
ADM-269176,093078533634,Trần Trung Hùng,0947056078,Giấy phép lái xe,UBND Quận Hoàn Kiếm,2022-01-08,2022-01-20,Hoàn thành,tran.trung.hung374@gmail.com,093078533634,5398150351,50000,NV-135071,"375 Võ Thị Sáu, Phường Thủy Dương, TX. Hương Thủy, Thừa Thiên Huế","66 Hoàng Văn Thụ, Phường Phú Hội, TP. Huế, Thừa Thiên Huế",001/632396,Online,Từ chối,2024-04-08
ADM-877038,033084308667,Hoàng Thị Tuấn,0348397948,Khai sinh,UBND Quận Hoàn Kiếm,2021-09-14,2021-09-24,Từ chối,hoang.thi.tuan843@gmail.com,033084308667,6328023874,200000,NV-195871,"229 Lê Văn Sỹ, Phường Hàng Bạc, Quận Hoàn Kiếm, Hà Nội","458 Điện Biên Phủ, Phường Tân Hiệp, TP. Biên Hòa, Đồng Nai",019/679948,Qua đại lý,Chấp thuận,2023-12-19
ADM-612520,027381215932,Đỗ Thị Toàn,0386116938,Đăng ký kết hôn,UBND Quận 1,2024-06-25,2024-08-01,Hoàn thành,do.thi.toan810@outlook.com,027381215932,1798251359,50000,NV-356575,"373 Nguyễn Huệ, Phường Cộng Hòa, TP. Chí Linh, Hải Dương","37 Nguyễn Trãi, Phường Rạch Sỏi, TP. Rạch Giá, Kiên Giang",075/270086,Online,Chấp thuận,2022-07-26
ADM-384927,037097952700,Hồ Anh Long,0896990910,Ly hôn,UBND Quận Bình Thạnh,2023-06-20,2023-07-29,Hoàn thành,ho.anh.long14@yahoo.com,037097952700,2121762707,50000,NV-381610,"44 Điện Biên Phủ, Phường Bình Chuẩn, Huyện Thuận An, Bình Dương","418 Hoàng Diệu, Xã Việt Hưng, Huyện Văn Lâm, Hưng Yên",036/477865,Trực tiếp,Đang xem xét,2023-04-09
ADM-916802,091300784813,Dương Minh Tuấn,0974310097,Khai tử,Sở Tư pháp TP.HCM,2021-01-03,2021-02-14,Đang xử lý,duong.minh.tuan191@hotmail.com,091300784813,3557302610,100000,NV-237718,"147 Trường Chinh, Xã Hợp Tiến, Huyện Nam Sách, Hải Dương","335 Lê Lợi, Xã Kim Sơn, Huyện Gia Lâm, Hà Nội",052/832391,Qua đại lý,Chấp thuận,2024-02-03
ADM-428201,024197553014,Lý Quốc Tuấn,0331901866,Giấy phép xây dựng,UBND Huyện Gia Lâm,2024-06-15,2024-07-11,Đang xử lý,ly.quoc.tuan95@hotmail.com,024197553014,5593212365,100000,NV-441519,"174 Nguyễn Văn Cừ, Phường Tân An, Quận Ninh Kiều, Cần Thơ","492 Lê Lợi, Thị trấn Yên Viên, Huyện Gia Lâm, Hà Nội",017/175253,Online,Chấp thuận,2022-03-27
ADM-310745,014266416831,Bùi Xuân Toàn,0811186686,Khai sinh,UBND Quận 1,2022-05-11,2022-06-26,Chờ bổ sung hồ sơ,bui.xuan.toan38@protonmail.com,014266416831,5890962709,50000,NV-679908,"100 Hoàng Văn Thụ, Phường Ô Chợ Dừa, Quận Đống Đa, Hà Nội","247 Điện Biên Phủ, Phường Cẩm Tây, TP. Cẩm Phả, Quảng Ninh",040/277724,Qua đại lý,Chấp thuận,2024-10-16
ADM-646580,042267943135,Phan Thùy Sơn,0982989710,Chứng minh nhân dân,Sở Kế hoạch và Đầu tư Hà Nội,2024-07-07,2024-08-02,Đang xử lý,phan.thuy.son227@hotmail.com,042267943135,2129751783,50000,NV-389170,"338 Bà Triệu, Phường An Biên, Quận Lê Chân, Hải Phòng","185 Trường Chinh, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",075/644362,Online,Từ chối,2024-06-24
ADM-604853,045370452604,Dương Ngọc Uyên,0828609006,Giấy phép lái xe,Sở Kế hoạch và Đầu tư Hà Nội,2022-04-22,2022-06-09,Hoàn thành,duong.ngoc.uyen477@yahoo.com,045370452604,2485663307,0,NV-569725,"418 Nguyễn Trãi, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng","164 Nam Kỳ Khởi Nghĩa, Phường 4, Quận Tân Bình, TP. Hồ Chí Minh",089/751116,Online,Đang xem xét,2022-12-26
ADM-838285,094077927565,Ngô Xuân Linh,0848210951,Hộ chiếu,UBND TP. Hà Nội,2022-07-24,2022-09-01,Đang xử lý,ngo.xuan.linh180@gmail.com,094077927565,3160787796,200000,NV-661784,"111 Lý Thường Kiệt, Xã Việt Hưng, Huyện Văn Lâm, Hưng Yên","416 Hoàng Văn Thụ, Xã Long Châu, Huyện Yên Phong, Bắc Ninh",054/554699,Online,Đang xem xét,2024-02-24
ADM-981180,064192407508,Phạm Minh Nga,0785092061,Đăng ký kinh doanh,Sở Tư pháp TP.HCM,2022-10-14,2022-11-13,Chờ bổ sung hồ sơ,pham.minh.nga143@gmail.com,064192407508,4248492679,0,NV-532823,"32 Nguyễn Văn Cừ, Phường Ninh Khánh, TP. Ninh Bình, Ninh Bình","275 Hoàng Văn Thụ, Xã Hùng Sơn, Huyện Đại Từ, Thái Nguyên",091/547555,Bưu điện,Đang xem xét,2022-11-15
ADM-460113,004078067408,Đỗ Anh Long,0597458371,Chứng minh nhân dân,UBND Huyện Gia Lâm,2023-01-28,2023-03-24,Từ chối,do.anh.long117@hotmail.com,004078067408,7460680860,0,NV-975791,"497 Phạm Văn Đồng, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương","18 Nguyễn Trãi, Phường An Tảo, TP. Hưng Yên, Hưng Yên",027/280515,Qua đại lý,Chấp thuận,2022-11-01
ADM-312186,015060602119,Nguyễn Thùy Việt,0384683502,Chứng minh nhân dân,UBND Quận Bình Thạnh,2023-06-01,2023-07-24,Chờ bổ sung hồ sơ,nguyen.thuy.viet225@gmail.com,015060602119,2620730472,200000,NV-399091,"217 Nguyễn Văn Cừ, Phường Hàng Bồ, Quận Hoàn Kiếm, Hà Nội","425 Nguyễn Huệ, Xã Trường Yên, Huyện Hoa Lư, Ninh Bình",033/501259,Bưu điện,Từ chối,2024-05-10
ADM-417976,080061803912,Phan Đức Tâm,0327853278,Chứng minh nhân dân,UBND Quận Bình Thạnh,2023-05-01,2023-06-12,Hoàn thành,phan.duc.tam553@protonmail.com,080061803912,4886018434,0,NV-939693,"285 Phạm Văn Đồng, Phường Bình Thủy, Quận Bình Thủy, Cần Thơ","475 Cách Mạng Tháng 8, Phường Thủy Phương, TX. Hương Thủy, Thừa Thiên Huế",014/280758,Qua đại lý,Từ chối,2024-03-15
ADM-736988,084071711654,Lý Thùy Xuân,0588041151,Khai sinh,UBND TP. Hà Nội,2023-11-18,2024-01-16,Hoàn thành,ly.thuy.xuan632@protonmail.com,084071711654,2729957722,50000,NV-732365,"416 Đinh Tiên Hoàng, Phường Tân Hiệp, TP. Biên Hòa, Đồng Nai","92 Phạm Văn Đồng, Phường Hòa Hải, Quận Ngũ Hành Sơn, Đà Nẵng",064/220277,Online,Chấp thuận,2023-06-23
ADM-274681,022183666872,Hoàng Thùy Lan,0934630246,Ly hôn,UBND Quận Hoàn Kiếm,2023-11-03,2023-11-28,Từ chối,hoang.thuy.lan71@hotmail.com,022183666872,5456434126,100000,NV-698823,"223 Trần Phú, Phường Châu Phú A, TP. Châu Đốc, An Giang","136 Nguyễn Huệ, Phường Phả Lại, TP. Chí Linh, Hải Dương",095/434806,Qua đại lý,Đang xem xét,2023-07-09
ADM-174967,015065117125,Vũ Trung Quân,0568717347,Khai sinh,UBND TP. Hà Nội,2023-11-04,2023-11-22,Từ chối,vu.trung.quan311@yahoo.com,015065117125,7260149788,0,NV-142184,"129 Phạm Văn Đồng, Phường Nghi Thu, TX. Cửa Lò, Nghệ An","188 Nguyễn Trãi, Phường Hòa Quý, Quận Ngũ Hành Sơn, Đà Nẵng",074/846281,Online,Chấp thuận,2024-06-16
