txn_id,initiator_key,sender_fullname,acct_a,val_c,acct_b,receiver_name,so_tien,loai_tien_te,loai_giao_dich,kenh_giao_dich,trang_thai,notify_ref,ip_addr,device_fingerprint,geo_label,receiver_phone,phi_giao_dich,created_at,batch_id
TXN-559608,092389008124,Hoàng Ngọc Châu,498662912754883,0931482168,939765589316,Đỗ Xuân Hà,500000,VND,Thanh toán hóa đơn,Quầy giao dịch,Đang xử lý,hoang.ngoc.chau833@hotmail.com,174.201.225.23,4813bec6c36cfca9fea6c7e0ce0dbe4a,An Giang,0897542782,10000,2023-12-14,BATCH-8501
TXN-513825,026190880390,Đỗ Anh Uyên,2863704966,0771047543,2538491445948383,Trần Xuân Hà,50000000,VND,Chuyển khoản,Mobile Banking,Đang xử lý,do.anh.uyen805@gmail.com,3.154.243.21,ab3e0cfad29db944715f23080a1cb13d,Thanh Hóa,0396850523,5000,2023-08-23,BATCH-7702
TXN-209920,036086014188,Bùi Trung Yến,209331963,0882383177,0584498920,Lý Thành An,1000000,VND,Nạp tiền,Mobile Banking,Đang xử lý,bui.trung.yen450@outlook.com,138.180.117.254,cf7cbed141a3f774a9f81b0ef5c1ac6f,Đà Nẵng,0982194622,1000,2023-10-04,BATCH-5526
TXN-256319,072285418579,Hồ Thùy Sơn,2313060762520361,0599698142,2285344919410523,Trần Anh Mai,10000000,VND,Nạp tiền,Quầy giao dịch,Đang xử lý,ho.thuy.son39@hotmail.com,37.11.4.200,159c42ecace8dbd3c3c442a536cdaf73,Quảng Ninh,0584819660,0,2023-12-31,BATCH-2057
TXN-300558,060079321125,Lê Minh Mai,914589954248037,0351312127,2595988254106329,Nguyễn Trung An,1000000,VND,Thanh toán hóa đơn,Quầy giao dịch,Thành công,le.minh.mai469@protonmail.com,12.108.18.153,dfcdfecbf4e5afc00701f39f88288316,Nghệ An,0974218931,0,2024-04-09,BATCH-2198
TXN-219774,037369067220,Bùi Đức Dũng,9458366858,0931163903,09747259245159,Bùi Thành Toàn,200000,VND,Thanh toán thẻ,Internet Banking,Thất bại,bui.duc.dung454@gmail.com,185.102.169.206,40cce147de3b312eff90366ff9811d1f,Thừa Thiên Huế,0915215810,2000,2022-08-26,BATCH-2220
TXN-817577,030081120309,Trần Thành Tuấn,80384080596126,0366511224,14081032114,Hoàng Anh Việt,2000000,VND,Rút tiền,Quầy giao dịch,Đang xử lý,tran.thanh.tuan547@outlook.com,162.176.25.245,c3caac84abad9ca25e9eded9275966ef,Thừa Thiên Huế,0935829610,10000,2023-08-02,BATCH-5782
TXN-621148,012183117078,Phạm Xuân Nga,7725251575933,0586089237,5005123405661442,Lê Ngọc Nga,20000000,VND,Rút tiền,ATM,Thất bại,pham.xuan.nga460@gmail.com,26.3.93.236,f43c5daedf208dfb3943ca711ace81b3,Hà Nội,0971218215,5000,2024-04-02,BATCH-6601
TXN-963620,094098413287,Phạm Trung Dũng,622807254,0814100956,857804295770,Trần Thanh Lan,5000000,VND,Nạp tiền,ATM,Thất bại,pham.trung.dung313@protonmail.com,234.163.247.117,66ebb23ee12cedcaaecc1473e592ab5f,Bình Dương,0831575783,0,2023-10-07,BATCH-7967
TXN-188245,017072153434,Bùi Thành Giang,6563497707037823,0855159834,626631219420,Huỳnh Ngọc Linh,1000000,VND,Nạp tiền,ATM,Đang xử lý,bui.thanh.giang711@protonmail.com,27.209.190.145,3c3e89fdcac16fad6cc25ef766de4a61,Ninh Bình,0941100125,10000,2023-03-04,BATCH-3860
TXN-854305,067282199179,Dương Văn Hùng,2671906608843403,0341332266,5902456438,Phan Phương Nam,1000000,VND,Rút tiền,ATM,Đang xử lý,duong.van.hung687@protonmail.com,201.128.127.72,3f62e9c7da48ab0be98b0d52a9c19685,Quảng Ninh,0355185637,10000,2024-07-06,BATCH-3289
TXN-121809,092395097365,Dương Thành Xuân,343849990,0366956066,6371203810320911,Đặng Minh Yến,1000000,VND,Mua sắm online,Mobile Banking,Thất bại,duong.thanh.xuan59@yahoo.com,159.214.241.143,4efd7bef2aa0e8dd8cbfc18a8a123290,Đà Nẵng,0964797146,10000,2022-12-19,BATCH-4328
TXN-908504,020392001868,Trần Anh Việt,0151546093178881,0924857610,617520305826932,Ngô Trung Mai,500000,VND,Rút tiền,POS,Thành công,tran.anh.viet349@yahoo.com,233.49.147.21,babaa5c786bc5509aafcaf7b5ffe32f6,Đồng Nai,0378893422,10000,2024-09-08,BATCH-7305
TXN-143887,038190796069,Lý Bảo Quân,97991292312,0888392194,9937758908,Lê Văn Thảo,200000,VND,Rút tiền,Mobile Banking,Thất bại,ly.bao.quan894@outlook.com,69.230.228.106,7eaa2828679dad24dd3246b83b298e3b,Hải Phòng,0866424897,0,2024-04-10,BATCH-6862
TXN-658773,095279861722,Hoàng Hữu Uyên,55934070330,0842514580,356543262607,Dương Anh An,50000000,VND,Rút tiền,POS,Thất bại,hoang.huu.uyen137@protonmail.com,42.183.186.69,b9425808a43f7f17febb6446883ff14e,Hải Phòng,0975986961,5000,2023-10-19,BATCH-7710
TXN-270624,075069647155,Vũ Văn Tâm,466801064,0783298565,6381006174826378,Đỗ Xuân Long,5000000,VND,Nạp tiền,ATM,Thành công,vu.van.tam794@hotmail.com,203.1.130.6,32b8dcbece182f2bf6090d2da9ef7ba0,Đà Nẵng,0882592409,2000,2022-04-13,BATCH-2098
TXN-264287,004201357138,Hồ Quốc Sơn,134685509120,0821199087,124452055,Huỳnh Ngọc Xuân,200000,VND,Nạp tiền,ATM,Thất bại,ho.quoc.son301@yahoo.com,157.253.185.2,6edcb5398f8a249a8a3a9bdadbfd5ebf,Hưng Yên,0863980187,2000,2022-03-10,BATCH-7915
TXN-515493,084165476569,Hoàng Văn Long,055207919491,0337939357,618463193,Bùi Trung Bình,500000,VND,Thanh toán thẻ,Mobile Banking,Thành công,hoang.van.long519@protonmail.com,56.53.227.92,cb667fabd7cbea1bcfb594fa58f94cff,Hưng Yên,0945962834,10000,2022-12-25,BATCH-1252
TXN-761088,011377500294,Nguyễn Hữu Châu,93432893125859,0778143720,19870420614,Lê Trung Việt,5000000,VND,Chuyển khoản,Internet Banking,Chờ xác nhận,nguyen.huu.chau586@hotmail.com,143.131.33.248,0aa38b6f15fbdaedcd6c2a7bb5c32216,Nghệ An,0854961887,2000,2023-11-25,BATCH-7263
TXN-775613,002384383936,Hoàng Thanh Hà,40630652219,0361317952,89197829771976,Dương Quốc Nga,10000000,VND,Nạp tiền,Internet Banking,Thất bại,hoang.thanh.ha849@outlook.com,51.220.203.66,507f0bd0cfeef6ccbe8f60e28eff5a17,Thái Nguyên,0891488873,5000,2024-11-01,BATCH-1624
TXN-812486,004270928537,Đặng Ngọc Yến,663467457595,0788316775,621764177,Hoàng Thùy Yến,20000000,VND,Mua sắm online,POS,Thất bại,dang.ngoc.yen741@hotmail.com,199.202.135.196,1cdd2c1d0ef85aca980ead06be162def,TP. Hồ Chí Minh,0378363989,10000,2024-02-06,BATCH-1808
TXN-783247,052364330317,Trần Thanh Mai,316055062705186,0841751567,670569617,Nguyễn Thị Hùng,2000000,VND,Mua sắm online,Mobile Banking,Đang xử lý,tran.thanh.mai883@outlook.com,8.75.33.26,2a1af27c896a4ab13c6e4ac1bf196daf,Nghệ An,0396259427,10000,2022-10-22,BATCH-2195
TXN-987145,089062335597,Nguyễn Minh Yến,3474022798502585,0827467878,1934870430246,Ngô Thùy Nga,10000000,VND,Rút tiền,POS,Thất bại,nguyen.minh.yen186@yahoo.com,105.19.52.203,76f1b8e5dbd4ecd5ee5c1999d9bc50f8,Bắc Ninh,0938455300,10000,2024-01-28,BATCH-9854
TXN-100570,095167514133,Phan Thành Dũng,177991898058971,0341324590,0933024099391,Nguyễn Minh Long,200000,VND,Mua sắm online,ATM,Thành công,phan.thanh.dung709@gmail.com,75.144.58.130,ee6dedd84b0eead4d2fe014c2fdc7abf,TP. Hồ Chí Minh,0884555983,10000,2022-10-26,BATCH-1812
TXN-383714,011193325303,Lê Văn Dũng,52624257540,0918920684,8566460779975114,Phạm Thành Hùng,5000000,VND,Thanh toán hóa đơn,Mobile Banking,Đang xử lý,le.van.dung573@protonmail.com,122.232.212.60,b6fd5ecf8cf112eee8c0e0d8044cde8b,Đồng Nai,0364548694,1000,2024-07-26,BATCH-4737
TXN-217560,070294197253,Hồ Hữu Sơn,3186138003,0897187472,986812750945972,Bùi Ngọc Quân,2000000,VND,Rút tiền,Quầy giao dịch,Thành công,ho.huu.son406@outlook.com,92.131.73.216,8add1ddae4f32ec1dfd8ba91a813338f,Nghệ An,0358415928,2000,2024-12-04,BATCH-1941
TXN-638011,067062415455,Đỗ Trung Dũng,1666909182506,0968895932,46799170069746,Nguyễn Thùy Tâm,50000,VND,Mua sắm online,Internet Banking,Đang xử lý,do.trung.dung937@gmail.com,67.56.224.26,3cc57e786ddff9d770b123c1bc23da19,An Giang,0863920308,10000,2022-01-08,BATCH-5780
TXN-362843,025294762278,Hồ Ngọc Xuân,892656777,0328658302,1584031494759277,Hoàng Trung Xuân,50000,VND,Nạp tiền,Quầy giao dịch,Đang xử lý,ho.ngoc.xuan948@gmail.com,191.193.114.173,ec5df9b893e08ecd08c30acbda3388db,An Giang,0885906225,10000,2022-06-05,BATCH-1100
TXN-730269,092082963366,Bùi Hữu Hùng,0354004161,0922000936,7962813617206,Lê Thanh Quân,50000000,VND,Mua sắm online,Mobile Banking,Đang xử lý,bui.huu.hung187@gmail.com,238.29.66.110,cbcabee09ee9fc0df52f8e6cab04bdf1,Quảng Ninh,0369798635,5000,2023-01-05,BATCH-2420
TXN-900749,014163510685,Lý Anh Yến,1038606344,0782913622,680758357032285,Lý Thị Giang,10000000,VND,Nạp tiền,ATM,Thành công,ly.anh.yen761@outlook.com,17.177.77.124,c5ff45a5dee3ac5d222e697d4fd69501,Thái Nguyên,0327582379,0,2022-10-18,BATCH-2227
TXN-859213,040077126490,Trần Ngọc An,315689036096,0567871399,574288454471083,Dương Minh Lan,50000000,VND,Chuyển khoản,Mobile Banking,Chờ xác nhận,tran.ngoc.an834@gmail.com,183.147.95.236,86ef37f2fbc693e3e3ea55ccfbae5f75,Hải Phòng,0853248910,5000,2023-09-16,BATCH-1375
TXN-503605,054285635588,Phạm Thành Uyên,2662458989978,0347939022,74227820566170,Đặng Thành Mai,50000000,VND,Thanh toán thẻ,Mobile Banking,Đang xử lý,pham.thanh.uyen209@protonmail.com,43.17.189.162,5e63dfac40a5fb5dd96a308cc2f1faab,TP. Hồ Chí Minh,0858518440,0,2024-03-22,BATCH-5183
TXN-734940,001366399252,Hồ Xuân An,130393673312,0708860220,3016431651,Phạm Bảo Phúc,50000000,VND,Mua sắm online,POS,Thành công,ho.xuan.an463@outlook.com,246.243.65.195,d1abffe529d8b8b9bde406d39900cc58,Hải Phòng,0925682014,0,2023-04-13,BATCH-2149
TXN-649440,070073433166,Hoàng Văn Tuấn,801453570423626,0981603003,35153929420058,Đỗ Thành Tuấn,10000000,VND,Thanh toán thẻ,ATM,Đang xử lý,hoang.van.tuan558@protonmail.com,86.120.200.69,c4eb3749aaae27cff9be5d42ab5588cb,Hưng Yên,0798558154,2000,2023-01-12,BATCH-9180
TXN-997724,010080038056,Lý Ngọc Sơn,988761808,0784113370,1934893749,Dương Minh Mai,2000000,VND,Chuyển khoản,Mobile Banking,Thất bại,ly.ngoc.son483@gmail.com,20.104.54.206,8e82c5d370c409d3dbfe8d89da13dd5e,Hải Phòng,0984189174,10000,2023-04-11,BATCH-2119
TXN-836556,062201996164,Dương Quốc Bình,3856379849825030,0945768206,4553939542680413,Vũ Hữu Yến,500000,VND,Mua sắm online,POS,Chờ xác nhận,duong.quoc.binh108@gmail.com,106.14.57.10,36d9dbe921d1dedcca6f2db88a04dcb6,Thanh Hóa,0347240400,1000,2023-11-10,BATCH-4393
TXN-257714,048363201711,Dương Bảo Uyên,077355440,0894908086,227465850203,Huỳnh Đức Nga,50000000,VND,Chuyển khoản,POS,Đang xử lý,duong.bao.uyen30@gmail.com,62.160.164.228,be5a4fc9123977db3988ef61eeadcb66,Bắc Ninh,0843869335,10000,2023-01-05,BATCH-1740
TXN-978545,015173548154,Hồ Thanh Tuấn,5569874921001619,0968421187,357425144325027,Nguyễn Bảo Lan,1000000,VND,Chuyển khoản,Internet Banking,Thất bại,ho.thanh.tuan386@hotmail.com,109.242.205.138,05a8d2ef20df76baeecbeac4db3639b8,Nghệ An,0832986167,10000,2022-12-16,BATCH-9249
TXN-641714,075273281829,Dương Minh Tuấn,850194795373,0353009052,890974729,Dương Thùy Nam,1000000,VND,Thanh toán thẻ,Mobile Banking,Thành công,duong.minh.tuan97@yahoo.com,181.216.74.162,c2e8fc0b93d470acf14bc34edf9fd5fb,Ninh Bình,0382113728,0,2024-12-23,BATCH-9589
TXN-335157,015192443239,Đỗ Trung Mai,217802339208701,0849207549,5405607410075364,Hồ Thanh Thảo,2000000,VND,Thanh toán thẻ,Mobile Banking,Đang xử lý,do.trung.mai173@yahoo.com,20.79.139.174,fba16e35f4bf697f7de8bbfb7ddec9ce,Quảng Ninh,0786514420,2000,2024-05-07,BATCH-6972
TXN-526610,026076779112,Huỳnh Ngọc Mai,2257667666,0382111241,56316366165095,Nguyễn Minh Sơn,20000000,VND,Thanh toán hóa đơn,ATM,Thành công,huynh.ngoc.mai754@outlook.com,76.116.9.13,bbf1dd9cecedcdb8fb02a3d547fceeaa,TP. Hồ Chí Minh,0882222233,2000,2024-04-25,BATCH-8313
TXN-348103,077391803773,Dương Thùy Lan,0944564124732132,0593007003,45156562926,Phan Anh Tâm,200000,VND,Thanh toán hóa đơn,Internet Banking,Thất bại,duong.thuy.lan545@outlook.com,10.146.198.190,4c18bbb07eecab3af6db6eed505a0aa2,An Giang,0975065150,10000,2023-06-07,BATCH-4607
TXN-456108,082275181040,Hồ Minh An,028185219,0322024295,127255138753984,Nguyễn Hữu Thảo,500000,VND,Thanh toán thẻ,POS,Thành công,ho.minh.an371@hotmail.com,254.201.251.77,cd7a12cbabdaefaa32bdeef69fd11fc6,Thái Nguyên,0932100567,10000,2022-12-03,BATCH-3739
TXN-968801,019199913995,Phan Văn Quân,502575775733256,0352830816,6297884428522,Hoàng Quốc Uyên,100000,VND,Thanh toán hóa đơn,ATM,Đang xử lý,phan.van.quan899@protonmail.com,155.172.125.195,c6cf151bdbbdabded52f495be4c7f0ab,Ninh Bình,0774229466,5000,2024-08-01,BATCH-5887
TXN-532291,015096326238,Lý Hữu Nam,623273959,0795062842,9756882722882033,Bùi Bảo Hùng,50000,VND,Nạp tiền,Internet Banking,Chờ xác nhận,ly.huu.nam268@outlook.com,142.217.68.174,0fb288ffba11f004ed6bda2ecf8cdfcf,Cần Thơ,0794646547,0,2024-08-19,BATCH-3866
TXN-974114,020189840803,Trần Quốc Hà,085501012864,0964233423,4490904386,Đặng Ngọc Sơn,1000000,VND,Thanh toán hóa đơn,Mobile Banking,Thành công,tran.quoc.ha879@hotmail.com,161.163.235.85,aa0e92ebca474377f8b00aabdab00914,Quảng Ninh,0391290461,5000,2024-05-06,BATCH-7813
TXN-199192,066077016977,Dương Thành Quân,423044084109,0905254046,1637757036903,Ngô Thanh Châu,2000000,VND,Chuyển khoản,Mobile Banking,Thành công,duong.thanh.quan853@outlook.com,203.73.175.91,fdde2f63f89e91e8ba6bbeb4aa1a9e82,Đà Nẵng,0988997361,10000,2023-02-20,BATCH-5766
TXN-703441,015390659346,Đỗ Thùy Yến,67727225178,0794115848,3817138171227425,Hoàng Thành Uyên,5000000,VND,Chuyển khoản,ATM,Thành công,do.thuy.yen245@gmail.com,190.137.243.161,e8f3dda6b77a1e25878fafb0dc1fbe98,An Giang,0358444882,2000,2023-03-08,BATCH-4943
TXN-254090,011272427819,Phạm Đức Thảo,81378608161,0838459186,196837301,Huỳnh Bảo Xuân,2000000,VND,Nạp tiền,Mobile Banking,Chờ xác nhận,pham.duc.thao64@yahoo.com,188.176.61.151,a96a9e40601f5bee71dd7a5d21d77eec,Hải Phòng,0569092374,5000,2024-12-30,BATCH-8961
TXN-217187,045102730358,Lý Đức Lan,6244463966248023,0567059701,0168249730,Lê Hữu Linh,1000000,VND,Nạp tiền,ATM,Đang xử lý,ly.duc.lan381@hotmail.com,52.94.213.16,a1e2a2b5da3e22cf1cbd690ddd8c0efd,Thái Nguyên,0771235770,1000,2022-09-20,BATCH-7162
TXN-921864,068065479870,Hoàng Trung Lan,913765274540,0826719068,497669948,Huỳnh Quốc Long,100000000,VND,Rút tiền,POS,Đang xử lý,hoang.trung.lan173@outlook.com,53.80.229.169,0ba1bdad8bbd8e73cd43eba8edc4ccab,Cần Thơ,0815125888,2000,2022-06-17,BATCH-1970
TXN-882659,025076225281,Ngô Anh Việt,66310927870,0794641624,6579779662874,Đỗ Minh Xuân,2000000,VND,Thanh toán thẻ,Internet Banking,Thành công,ngo.anh.viet722@yahoo.com,65.209.44.2,99dfe68aa426eaf4eaa05dfdcd8a8f95,Hưng Yên,0823706395,2000,2023-11-03,BATCH-2871
TXN-112986,030299602495,Ngô Thành Tuấn,9514701285685,0926843959,460021017,Trần Ngọc Giang,200000,VND,Chuyển khoản,POS,Chờ xác nhận,ngo.thanh.tuan493@yahoo.com,71.95.212.186,93edc724acb71feddbecace7f55a6c6a,Hà Nội,0342167159,5000,2024-01-06,BATCH-9077
TXN-301169,030383682860,Dương Thị Nga,0501719252,0373401100,5809606626,Ngô Minh Mai,5000000,VND,Chuyển khoản,Mobile Banking,Thành công,duong.thi.nga57@outlook.com,208.235.221.76,e2af1e3b9b1cc40bfdb6ebf8a9dfcd11,Hải Phòng,0399179906,1000,2023-03-18,BATCH-9905
TXN-950956,049383579234,Phạm Thùy An,447059068881,0773534280,40235620080985,Nguyễn Xuân Quân,5000000,VND,Mua sắm online,ATM,Chờ xác nhận,pham.thuy.an887@protonmail.com,250.238.6.239,24a2479972a836feffd800ac9364f1f3,Hưng Yên,0343467432,5000,2023-09-07,BATCH-4926
TXN-121008,082101929392,Đỗ Bảo Uyên,74609844311174,0343207720,69668695042,Vũ Minh Giang,100000,VND,Rút tiền,ATM,Thành công,do.bao.uyen714@hotmail.com,127.186.168.119,cbec4e4f152ecffc26dd2edacd4714db,Kiên Giang,0972627738,10000,2022-07-28,BATCH-3607
TXN-483671,084280392498,Lý Thành Linh,2124552551,0821834066,7078124404,Đỗ Thùy Yến,100000000,VND,Nạp tiền,Quầy giao dịch,Thành công,ly.thanh.linh736@hotmail.com,254.151.141.73,bfb76fe1b7cedcccbe83f441db28da3b,Ninh Bình,0582289462,1000,2022-01-02,BATCH-4014
TXN-774868,010091359740,Đỗ Văn Châu,7285465498550,0814398763,2929728982865220,Lê Văn Tâm,200000,VND,Thanh toán thẻ,ATM,Thành công,do.van.chau179@yahoo.com,121.152.215.28,b7d99c9d82e0afc57b5fbf485af0ceab,Hải Phòng,0795155238,5000,2024-08-25,BATCH-4596
TXN-171456,079081477290,Đỗ Văn An,16063198492629,0355681122,58786174028048,Lý Minh Yến,100000000,VND,Thanh toán hóa đơn,POS,Thành công,do.van.an351@yahoo.com,213.138.105.117,96efb3c70da0c36dd5be0188444daec4,Cần Thơ,0366756285,1000,2024-03-11,BATCH-3232
TXN-994750,022360643097,Lê Hữu Hùng,8690134471,0881997951,235431233,Huỳnh Thùy Châu,50000,VND,Chuyển khoản,Mobile Banking,Đang xử lý,le.huu.hung119@gmail.com,94.114.102.233,1739aa7ebb0b9c4927ca6fbe7573becc,Ninh Bình,0967315924,0,2023-05-03,BATCH-2731
TXN-325008,045279027392,Vũ Phương Long,69242288228991,0902144788,2866544946917366,Hồ Phương Yến,2000000,VND,Rút tiền,Internet Banking,Đang xử lý,vu.phuong.long66@yahoo.com,35.125.247.85,d6acbfce2639bee9e60ed1e8980ede69,Hải Dương,0864923883,10000,2024-02-17,BATCH-4156
TXN-950859,095069001231,Lê Thị Bình,3355668912826,0342080912,390013390822,Lê Thanh Thảo,100000000,VND,Thanh toán hóa đơn,ATM,Chờ xác nhận,le.thi.binh606@outlook.com,62.183.68.7,e01665f83b07b4e9025e83ac8ca68cb8,Hải Phòng,0974576744,5000,2023-08-20,BATCH-1806
TXN-296128,070389503752,Bùi Hữu Uyên,880669621,0817507101,91803651219816,Phạm Văn Giang,50000,VND,Mua sắm online,ATM,Thất bại,bui.huu.uyen665@protonmail.com,94.2.118.118,4de245ff66aefedf0b373e9c225c5ea0,Hưng Yên,0841765128,10000,2022-03-08,BATCH-1438
TXN-245389,049201570023,Lê Thanh Nam,46830519081,0926038780,2500661359985229,Đỗ Thành Giang,50000000,VND,Thanh toán thẻ,Internet Banking,Thành công,le.thanh.nam746@yahoo.com,246.83.176.11,3bd8c365d1fd06a3aef7f15afdb7aaf1,Bắc Ninh,0919052323,1000,2022-10-13,BATCH-5595
TXN-513189,006177334129,Hồ Thành Yến,74748909744651,0564131199,4843467629,Hoàng Thanh Phúc,50000,VND,Rút tiền,ATM,Thành công,ho.thanh.yen193@yahoo.com,78.112.150.204,5291c62230ef2b5f1db2aa46ad6de004,An Giang,0975137530,0,2024-11-04,BATCH-2915
TXN-813479,070276080639,Hoàng Xuân Hùng,7558099803480021,0345711222,9407846147,Nguyễn Anh Xuân,20000000,VND,Thanh toán hóa đơn,ATM,Đang xử lý,hoang.xuan.hung396@outlook.com,13.158.133.11,a14d1b3f2b4fd38e01e2acee64f0e8ff,TP. Hồ Chí Minh,0562169252,1000,2022-02-26,BATCH-7793
TXN-756496,034389273706,Ngô Văn Mai,3332975226608535,0333121662,9377491409629865,Dương Hữu Tuấn,50000000,VND,Nạp tiền,Quầy giao dịch,Chờ xác nhận,ngo.van.mai985@gmail.com,123.236.179.240,a53e00c9eade7af6bbebc59f9dafabb8,Nghệ An,0931636961,0,2023-12-25,BATCH-5295
TXN-688161,096289288889,Hồ Thùy Phúc,632484539477,0784096418,467907116,Hồ Thanh Yến,500000,VND,Nạp tiền,Internet Banking,Thất bại,ho.thuy.phuc944@outlook.com,44.22.156.195,56045c2dae8b6892ac276eab681b8081,Nghệ An,0322027119,10000,2024-07-03,BATCH-9901
TXN-379233,020066082722,Phạm Văn Long,6399573369336,0564045533,55544324076673,Bùi Xuân Long,200000,VND,Mua sắm online,POS,Thất bại,pham.van.long433@yahoo.com,95.118.32.210,1337c6a6260d9cad156ba814070e30cb,Đà Nẵng,0869644963,0,2024-05-23,BATCH-5306
TXN-624148,033073479744,Lê Quốc Sơn,63905745182466,0324063465,936189295,Huỳnh Văn Long,2000000,VND,Chuyển khoản,Quầy giao dịch,Chờ xác nhận,le.quoc.son377@protonmail.com,117.161.154.234,c4dbbbf0c1f7c48fbbd2d441af7decf9,Thái Nguyên,0701209919,10000,2022-10-24,BATCH-3537
TXN-531573,036193132128,Phan Xuân Thảo,5651946448350,0918245681,62434247045,Vũ Bảo Tuấn,5000000,VND,Thanh toán hóa đơn,ATM,Thành công,phan.xuan.thao290@hotmail.com,112.180.26.91,c9df0b010701d06b2cfd0bfb13fe4d30,Hải Dương,0561537593,5000,2024-08-22,BATCH-8571
TXN-343235,044098119781,Ngô Ngọc Long,43332851352579,0868234572,6285117203,Hoàng Xuân Nam,20000000,VND,Mua sắm online,ATM,Đang xử lý,ngo.ngoc.long586@protonmail.com,104.52.85.122,2badaac7ad83edd38c26c49ea80dd21d,Bình Dương,0933096975,1000,2023-01-25,BATCH-1906
TXN-451031,027279380108,Huỳnh Xuân Toàn,1537541118248982,0397653872,502937287275,Vũ Bảo Mai,200000,VND,Thanh toán thẻ,Quầy giao dịch,Thành công,huynh.xuan.toan897@yahoo.com,133.51.88.88,42823453c8daf2efbfbfa7233c1bfe36,Kiên Giang,0341371538,0,2024-11-20,BATCH-3687
TXN-892595,074072260753,Hồ Bảo Giang,135307106220684,0794242417,37793372987749,Ngô Ngọc Việt,100000000,VND,Thanh toán hóa đơn,POS,Đang xử lý,ho.bao.giang503@outlook.com,221.159.127.234,982a359cb4e2ffa7bec80be3bafc1aa4,Ninh Bình,0839743604,10000,2022-04-02,BATCH-4044
TXN-418294,060380107670,Vũ Xuân Thảo,6218303119,0971661766,736388995,Huỳnh Quốc Việt,10000000,VND,Thanh toán hóa đơn,Mobile Banking,Đang xử lý,vu.xuan.thao812@protonmail.com,146.251.176.11,68dbe30adec3acd925deeb6f63d6ec8b,Hải Dương,0324357104,1000,2024-03-13,BATCH-4695
TXN-694673,015179568927,Hồ Ngọc An,272947326321416,0846651535,01490339649,Vũ Thùy Bình,20000000,VND,Nạp tiền,Internet Banking,Đang xử lý,ho.ngoc.an825@hotmail.com,195.200.10.91,9dcb55bbd64660ddaca1fced7a99cbd9,Bình Dương,0387115968,1000,2024-05-26,BATCH-3398
TXN-780749,015195329410,Vũ Thành Xuân,62338736056,0569764360,678396930585,Nguyễn Thị Quân,500000,VND,Chuyển khoản,Quầy giao dịch,Thất bại,vu.thanh.xuan510@gmail.com,178.205.146.50,303b5caed2245f314235db9cae7fa91e,An Giang,0925151171,0,2023-03-15,BATCH-7479
