emp_id,so_cccd,ho_ten_nv,d_entry,sdt_ca_nhan,personal_email,work_email,res_data,phong_ban,chuc_vu,m_val,stk_ngan_hang,ten_ngan_hang,t_code,ins_num,ngay_vao_lam,loai_hop_dong,noi_lam_viec,manager_id,created_at
EMP-260961,017001307166,Nguyễn Phương Hùng,2001-03-13,0884295093,nguyen.phuong.hung999@gmail.com,nguyen.phuong.hung@fpt.com.vn,"150 Đinh Tiên Hoàng, Thị trấn Yên Viên, Huyện Gia Lâm, Hà Nội",Nhân sự,Trưởng phòng,49500000,7501629889099519,VietinBank,017001307166,7170207722,2019-11-17,Cộng tác viên,Hải Phòng,EMP-750358,2023-05-25
EMP-636145,004375137224,Dương Phương Bình,1975-09-16,0561275109,duong.phuong.binh760@yahoo.com,duong.phuong.binh@vingroup.net,"378 Tô Hiến Thành, Phường Núi Sam, TP. Châu Đốc, An Giang",Kỹ thuật,Chuyên viên,16000000,4845569586048,ACB,004375137224,3256563407,2021-08-08,Thử việc,Bắc Ninh,EMP-949795,2024-09-10
EMP-815066,074176740228,Bùi Phương Sơn,1976-10-14,0704915620,bui.phuong.son386@outlook.com,bui.phuong.son@mbbank.com.vn,"139 Hai Bà Trưng, Phường Dương Đông, TP. Phú Quốc, Kiên Giang",Pháp lý,Phó giám đốc,21000000,197922099653265,MB Bank,074176740228,7752429381,2024-05-31,Thời vụ,Hà Nội,EMP-404632,2022-12-01
EMP-558005,092071256355,Huỳnh Trung Bình,1971-01-28,0798215581,huynh.trung.binh973@outlook.com,huynh.trung.binh@viettel.com.vn,"210 Lê Văn Sỹ, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",Vận hành,Nhân viên,19000000,403310708,VietinBank,092071256355,4946820874,2015-03-31,Cộng tác viên,Đà Nẵng,EMP-828191,2022-04-29
EMP-533918,015060091737,Phan Đức Quân,1960-05-04,0846762590,phan.duc.quan112@gmail.com,phan.duc.quan@fpt.com.vn,"462 Hoàng Văn Thụ, Xã Sông Trầu, Huyện Trảng Bom, Đồng Nai",Tài chính - Kế toán,Trưởng phòng,20500000,4894606780034,Sacombank,015060091737,7404539099,2012-08-06,Thử việc,Kiên Giang,EMP-648148,2022-09-15
EMP-589295,035068334069,Vũ Phương Lan,1968-06-19,0825535526,vu.phuong.lan859@protonmail.com,vu.phuong.lan@vnpt.vn,"260 Trường Chinh, Phường An Phú, Huyện Thuận An, Bình Dương",Chăm sóc khách hàng,Phó giám đốc,17000000,715935793044,MB Bank,035068334069,5764833513,2017-05-24,Thời vụ,Bắc Ninh,EMP-907906,2024-03-27
EMP-745171,012303239370,Hồ Văn Nam,2003-11-06,0938414395,ho.van.nam364@hotmail.com,ho.van.nam@vingroup.net,"221 Cách Mạng Tháng 8, Phường Tứ Hạ, TX. Hương Trà, Thừa Thiên Huế",Pháp lý,Thực tập sinh,38000000,8973252155108711,Techcombank,012303239370,1362350217,2017-12-23,Thời vụ,Thanh Hóa,EMP-295202,2023-01-14
EMP-919026,083169403587,Lê Văn Dũng,1969-04-01,0778694958,le.van.dung446@outlook.com,le.van.dung@vnpt.vn,"455 Nam Kỳ Khởi Nghĩa, Phường Bắc Sơn, TP. Tam Điệp, Ninh Bình",Công nghệ thông tin,Trưởng phòng,41000000,94524084447106,MB Bank,083169403587,3026126294,2020-01-20,Thử việc,Quảng Ninh,EMP-531281,2022-04-29
EMP-332448,022167882790,Huỳnh Bảo Nam,1967-03-06,0392890094,huynh.bao.nam254@hotmail.com,huynh.bao.nam@vnpt.vn,"12 Trường Chinh, Phường Ninh Khánh, TP. Ninh Bình, Ninh Bình",Mua hàng,Trưởng phòng,42000000,281538272,Techcombank,022167882790,9287560973,2010-11-22,Thử việc,Nghệ An,EMP-561941,2024-07-30
EMP-574297,017270193300,Trần Xuân Sơn,1970-07-04,0586038133,tran.xuan.son405@gmail.com,tran.xuan.son@vingroup.net,"377 Lê Lợi, Phường Nghi Thu, TX. Cửa Lò, Nghệ An",Công nghệ thông tin,Thực tập sinh,33500000,3601574830112,Vietcombank,017270193300,2142230172,2021-01-07,Cộng tác viên,Bình Dương,EMP-649259,2024-08-17
EMP-113701,051067400596,Ngô Đức Việt,1967-04-16,0838459081,ngo.duc.viet894@hotmail.com,ngo.duc.viet@techcombank.com.vn,"108 Hoàng Văn Thụ, Phường An Phú, Huyện Thuận An, Bình Dương",Pháp lý,Phó giám đốc,50000000,4705999561858331,Vietcombank,051067400596,7674691766,2014-11-29,Cộng tác viên,TP. Hồ Chí Minh,EMP-571141,2024-10-16
EMP-730437,022081355871,Lê Phương Yến,1981-07-29,0961464260,le.phuong.yen137@outlook.com,le.phuong.yen@vingroup.net,"362 Lê Văn Sỹ, Phường Minh Khai, TP. Hưng Yên, Hưng Yên",Vận hành,Phó phòng,44000000,76809051276,VPBank,022081355871,9992490118,2024-10-27,Thời vụ,Đà Nẵng,EMP-233705,2024-06-10
EMP-222713,093189613409,Ngô Xuân Mai,1989-08-25,0396456550,ngo.xuan.mai568@hotmail.com,ngo.xuan.mai@mbbank.com.vn,"67 Cách Mạng Tháng 8, Phường Đông Mai, TX. Quảng Yên, Quảng Ninh",Vận hành,Chuyên viên,29000000,55158794856,Sacombank,093189613409,9262864520,2013-05-13,Thử việc,Nghệ An,EMP-159107,2024-12-05
EMP-771302,025190193445,Đỗ Đức Yến,1990-04-02,0945017495,do.duc.yen183@protonmail.com,do.duc.yen@vnpt.vn,"288 Trường Chinh, Xã Đồi 61, Huyện Trảng Bom, Đồng Nai",Kinh doanh,Phó phòng,25500000,2628199796892855,ACB,025190193445,6411364997,2014-08-21,Thời vụ,An Giang,EMP-810810,2023-12-25
EMP-913772,093397114233,Trần Xuân Linh,1997-03-16,0852516244,tran.xuan.linh756@gmail.com,tran.xuan.linh@vnpt.vn,"17 Võ Thị Sáu, Phường Minh Khai, TP. Hưng Yên, Hưng Yên",Marketing,Phó giám đốc,35000000,2639993148548,Vietcombank,093397114233,8205844200,2021-02-10,Cộng tác viên,Kiên Giang,EMP-622839,2024-02-07
EMP-204850,095088170827,Hoàng Thành Xuân,1988-08-06,0853244689,hoang.thanh.xuan190@protonmail.com,hoang.thanh.xuan@viettel.com.vn,"236 Hoàng Diệu, Phường Nhân Hòa, TX. Mỹ Hào, Hưng Yên",Pháp lý,Thực tập sinh,7000000,9133669241740,Sacombank,095088170827,9434741536,2023-02-22,Cộng tác viên,An Giang,EMP-102378,2022-06-12
EMP-525387,051290665526,Nguyễn Xuân Xuân,1990-11-25,0838700453,nguyen.xuan.xuan258@hotmail.com,nguyen.xuan.xuan@techcombank.com.vn,"178 Lê Lợi, Phường Hà Huy Tập, TP. Vinh, Nghệ An",Mua hàng,Trưởng phòng,32500000,8807182644947,Sacombank,051290665526,3410771564,2012-04-28,Cộng tác viên,Thái Nguyên,EMP-152868,2024-03-25
EMP-122585,001279482232,Lê Thanh Mai,1979-08-24,0364601091,le.thanh.mai581@outlook.com,le.thanh.mai@fpt.com.vn,"495 Lý Thường Kiệt, Phường Hoàng Văn Thụ, TP. Thái Nguyên, Thái Nguyên",Công nghệ thông tin,Thực tập sinh,13500000,3263325428635744,ACB,001279482232,9679259698,2014-12-21,Chính thức,Thừa Thiên Huế,EMP-253759,2022-08-15
EMP-731086,011371768997,Huỳnh Quốc Mai,1971-01-13,0844609134,huynh.quoc.mai762@gmail.com,huynh.quoc.mai@masan.com.vn,"45 Nguyễn Trãi, Phường 4, Quận Tân Bình, TP. Hồ Chí Minh",Vận hành,Giám đốc,36500000,9051618484500,Sacombank,011371768997,3687317835,2022-05-13,Thời vụ,Hưng Yên,EMP-933700,2022-03-26
EMP-309482,031386140306,Dương Thanh Toàn,1986-07-09,0844765430,duong.thanh.toan857@outlook.com,duong.thanh.toan@mbbank.com.vn,"165 Hai Bà Trưng, Phường Xuân Thanh, TP. Long Khánh, Đồng Nai",Kỹ thuật,Thực tập sinh,43500000,94316228347983,VietinBank,031386140306,2104245252,2011-05-21,Thử việc,Ninh Bình,EMP-334102,2024-02-29
EMP-599315,046363361635,Huỳnh Anh An,1963-04-03,0777490955,huynh.anh.an946@yahoo.com,huynh.anh.an@mbbank.com.vn,"88 Cách Mạng Tháng 8, Xã Bình An, Huyện Kiên Lương, Kiên Giang",Vận hành,Trưởng phòng,32500000,6942215860879830,BIDV,046363361635,5503316629,2010-11-14,Thời vụ,Thái Nguyên,EMP-135936,2024-07-16
EMP-243319,054097324791,Hoàng Minh Toàn,1997-05-14,0921203481,hoang.minh.toan134@outlook.com,hoang.minh.toan@viettel.com.vn,"204 Hoàng Văn Thụ, Phường Tân An, Quận Ninh Kiều, Cần Thơ",Marketing,Trưởng nhóm,10000000,8937202139,Vietcombank,054097324791,5723079952,2021-04-11,Chính thức,An Giang,EMP-958088,2022-10-17
EMP-490932,083288149796,Lê Ngọc Nam,1988-01-13,0856102379,le.ngoc.nam117@hotmail.com,le.ngoc.nam@techcombank.com.vn,"477 Lý Thường Kiệt, Phường Quang Trung, TP. Vinh, Nghệ An",Công nghệ thông tin,Trưởng phòng,6500000,0573817735829814,VPBank,083288149796,6113253910,2014-04-29,Thời vụ,Kiên Giang,EMP-478103,2023-07-07
EMP-406077,092301599909,Ngô Thanh Lan,2001-09-17,0354317833,ngo.thanh.lan358@yahoo.com,ngo.thanh.lan@vnpt.vn,"405 Cách Mạng Tháng 8, Phường Hòa Hiệp Nam, Quận Liên Chiểu, Đà Nẵng",Nhân sự,Chuyên viên,46500000,378895466396,TPBank,092301599909,1555232232,2024-07-15,Chính thức,Hải Phòng,EMP-474745,2024-09-21
EMP-327039,051089332808,Nguyễn Quốc Tâm,1989-04-03,0968101674,nguyen.quoc.tam814@hotmail.com,nguyen.quoc.tam@fpt.com.vn,"448 Phạm Văn Đồng, Phường Đông Sơn, TP. Thanh Hóa, Thanh Hóa",Nhân sự,Phó phòng,25000000,4834011425031644,ACB,051089332808,6564317065,2010-09-14,Chính thức,Nghệ An,EMP-178548,2023-05-04
EMP-898943,093270534968,Đặng Văn Hùng,1970-08-08,0333217710,dang.van.hung201@gmail.com,dang.van.hung@masan.com.vn,"386 Cách Mạng Tháng 8, Xã Nam Trung, Huyện Nam Sách, Hải Dương",Marketing,Giám đốc,22000000,8433873149407,ACB,093270534968,8710751062,2016-04-10,Cộng tác viên,Thừa Thiên Huế,EMP-637881,2022-07-28
EMP-848498,096276344422,Hồ Thanh Linh,1976-08-07,0894481415,ho.thanh.linh419@outlook.com,ho.thanh.linh@fpt.com.vn,"222 Hoàng Diệu, Phường Hòa Khánh Bắc, Quận Liên Chiểu, Đà Nẵng",Tài chính - Kế toán,Nhân viên,27000000,720153421,TPBank,096276344422,1969867752,2014-10-01,Cộng tác viên,Đà Nẵng,EMP-782102,2023-06-06
EMP-462698,037298372084,Phạm Văn Tuấn,1998-04-20,0844268805,pham.van.tuan389@hotmail.com,pham.van.tuan@vingroup.net,"437 Lý Thường Kiệt, Phường Rạch Sỏi, TP. Rạch Giá, Kiên Giang",Mua hàng,Nhân viên,40500000,8574621107,VietinBank,037298372084,5111655223,2019-11-15,Thời vụ,Nghệ An,EMP-169787,2022-01-15
EMP-741596,075196353068,Huỳnh Thị Dũng,1996-01-27,0789671122,huynh.thi.dung832@outlook.com,huynh.thi.dung@vingroup.net,"383 Lý Thường Kiệt, Phường Bình Thủy, Quận Bình Thủy, Cần Thơ",Mua hàng,Thực tập sinh,25000000,919655032547354,Agribank,075196353068,6434465517,2017-06-15,Thử việc,Ninh Bình,EMP-331573,2024-10-03
EMP-229930,006283992061,Hồ Xuân Yến,1983-05-12,0837739199,ho.xuan.yen203@yahoo.com,ho.xuan.yen@mbbank.com.vn,"134 Cách Mạng Tháng 8, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",Pháp lý,Nhân viên,43000000,5603428821,Techcombank,006283992061,4446674303,2010-01-23,Thử việc,Hà Nội,EMP-290872,2022-12-20
EMP-456571,026363566777,Hồ Minh Hùng,1963-08-06,0849703483,ho.minh.hung731@hotmail.com,ho.minh.hung@vingroup.net,"231 Tô Hiến Thành, Phường Nam Đồng, Quận Đống Đa, Hà Nội",Công nghệ thông tin,Trưởng phòng,7500000,5792400257,MB Bank,026363566777,8894300396,2018-07-05,Thời vụ,TP. Hồ Chí Minh,EMP-568820,2023-02-24
EMP-344311,004377273523,Bùi Quốc Mai,1977-12-18,0345106144,bui.quoc.mai786@hotmail.com,bui.quoc.mai@techcombank.com.vn,"163 Đinh Tiên Hoàng, Phường Suối Hoa, TP. Bắc Ninh, Bắc Ninh",Tài chính - Kế toán,Phó phòng,3000000,66256104770,Agribank,004377273523,2839240125,2017-06-21,Cộng tác viên,Hưng Yên,EMP-826789,2022-09-05
EMP-573394,070098604745,Lý Phương Việt,1998-08-19,0325816730,ly.phuong.viet463@outlook.com,ly.phuong.viet@vnpt.vn,"196 Phan Đình Phùng, Phường Hiệp Thành, TP. Thủ Dầu Một, Bình Dương",Pháp lý,Trưởng nhóm,36000000,977821253,MB Bank,070098604745,2976099682,2022-07-14,Thời vụ,Hải Phòng,EMP-179336,2023-09-07
EMP-288047,049288291972,Dương Văn An,1988-08-01,0934527379,duong.van.an470@yahoo.com,duong.van.an@masan.com.vn,"248 Nam Kỳ Khởi Nghĩa, Phường An Bình, Quận Ninh Kiều, Cần Thơ",Kinh doanh,Phó giám đốc,14500000,3956937255,ACB,049288291972,9289238196,2017-12-21,Cộng tác viên,Thanh Hóa,EMP-825011,2022-08-06
EMP-260521,084089118558,Trần Quốc Giang,1989-01-25,0399119693,tran.quoc.giang339@protonmail.com,tran.quoc.giang@fpt.com.vn,"300 Lê Lợi, Phường Châu Khê, TP. Từ Sơn, Bắc Ninh",Pháp lý,Phó phòng,31000000,24655467867,VPBank,084089118558,8929358257,2018-06-26,Thời vụ,Bình Dương,EMP-560942,2024-11-18
EMP-303310,096303985661,Bùi Văn Lan,2003-03-15,0385869618,bui.van.lan809@hotmail.com,bui.van.lan@techcombank.com.vn,"387 Lý Thường Kiệt, Thị trấn Tân Túc, Huyện Bình Chánh, TP. Hồ Chí Minh",Kỹ thuật,Trưởng phòng,32000000,62319028799222,TPBank,096303985661,9465679497,2010-06-02,Chính thức,Hưng Yên,EMP-222315,2023-04-25
EMP-276172,006380681476,Huỳnh Thanh Tuấn,1980-07-11,0596783999,huynh.thanh.tuan4@gmail.com,huynh.thanh.tuan@viettel.com.vn,"111 Hai Bà Trưng, Phường 3, Quận Bình Thạnh, TP. Hồ Chí Minh",Pháp lý,Trưởng nhóm,4000000,1636822780210926,BIDV,006380681476,3987138555,2023-05-27,Cộng tác viên,An Giang,EMP-398498,2024-06-29
EMP-142050,070266973415,Lê Văn Long,1966-03-18,0867532080,le.van.long960@outlook.com,le.van.long@techcombank.com.vn,"337 Nam Kỳ Khởi Nghĩa, Phường Đồng Quang, TP. Thái Nguyên, Thái Nguyên",Kinh doanh,Giám đốc,40000000,72520379644,VPBank,070266973415,7680635788,2020-11-03,Thử việc,Hải Dương,EMP-445008,2024-08-20
EMP-672951,066168984086,Phan Trung Long,1968-10-22,0587219767,phan.trung.long837@hotmail.com,phan.trung.long@vnpt.vn,"6 Tô Hiến Thành, Phường An Thới, Quận Bình Thủy, Cần Thơ",Pháp lý,Trưởng nhóm,46500000,24142680566516,VPBank,066168984086,5290815564,2013-10-16,Cộng tác viên,Bình Dương,EMP-605408,2024-06-28
EMP-500287,049297317888,Nguyễn Đức Xuân,1997-02-12,0781543089,nguyen.duc.xuan74@outlook.com,nguyen.duc.xuan@viettel.com.vn,"95 Cách Mạng Tháng 8, Phường 4, Quận Tân Bình, TP. Hồ Chí Minh",Chăm sóc khách hàng,Phó phòng,38000000,081981192391494,ACB,049297317888,8973203393,2023-02-22,Thời vụ,Hà Nội,EMP-797634,2023-01-07
EMP-949751,049280665177,Ngô Thanh Giang,1980-01-11,0398806557,ngo.thanh.giang790@protonmail.com,ngo.thanh.giang@masan.com.vn,"253 Phạm Văn Đồng, Phường Phùng Chí Kiên, TX. Mỹ Hào, Hưng Yên",Vận hành,Nhân viên,34000000,81719996732,Techcombank,049280665177,9095305846,2014-10-29,Thử việc,Thanh Hóa,EMP-452514,2022-08-21
EMP-344377,051383618140,Vũ Trung Lan,1983-09-20,0787786647,vu.trung.lan638@hotmail.com,vu.trung.lan@viettel.com.vn,"379 Đinh Tiên Hoàng, Phường An Thới, Quận Bình Thủy, Cần Thơ",Công nghệ thông tin,Chuyên viên,35500000,48865338037140,ACB,051383618140,7421915937,2017-04-19,Thời vụ,Hải Dương,EMP-300094,2023-10-24
EMP-851098,046282114546,Huỳnh Phương Dũng,1982-11-12,0869550941,huynh.phuong.dung602@protonmail.com,huynh.phuong.dung@fpt.com.vn,"359 Nguyễn Trãi, Phường Nam Dương, Quận Hải Châu, Đà Nẵng",Vận hành,Thực tập sinh,30500000,1988709749145,VPBank,046282114546,2514444875,2011-09-06,Thời vụ,Thừa Thiên Huế,EMP-865169,2023-06-11
EMP-855118,037367727212,Lê Xuân Yến,1967-06-09,0896793710,le.xuan.yen448@hotmail.com,le.xuan.yen@vnpt.vn,"477 Điện Biên Phủ, Phường Đổng Quốc Bình, Quận Ngô Quyền, Hải Phòng",Chăm sóc khách hàng,Giám đốc,3500000,855075294951084,VietinBank,037367727212,5998189839,2013-07-10,Thời vụ,Thanh Hóa,EMP-267331,2024-09-26
EMP-793715,092092744739,Phan Quốc Bình,1992-06-17,0703389887,phan.quoc.binh827@yahoo.com,phan.quoc.binh@fpt.com.vn,"256 Nguyễn Văn Cừ, Phường An Phú, Huyện Thuận An, Bình Dương",Chăm sóc khách hàng,Phó phòng,49500000,599345905615,Agribank,092092744739,1847131043,2020-06-27,Chính thức,TP. Hồ Chí Minh,EMP-199093,2022-02-13
EMP-747140,086279114449,Vũ Trung Uyên,1979-02-09,0828736521,vu.trung.uyen95@outlook.com,vu.trung.uyen@techcombank.com.vn,"335 Nguyễn Văn Cừ, Xã Khánh Hòa, Huyện Châu Phú, An Giang",Chăm sóc khách hàng,Trưởng nhóm,16000000,644096530,BIDV,086279114449,4524638426,2022-10-24,Thử việc,Đồng Nai,EMP-642659,2022-07-05
EMP-513959,080290352334,Phan Đức Việt,1990-03-20,0371235958,phan.duc.viet808@outlook.com,phan.duc.viet@viettel.com.vn,"324 Phạm Văn Đồng, Phường Đình Bảng, TP. Từ Sơn, Bắc Ninh",Chăm sóc khách hàng,Phó phòng,40500000,58358632877211,ACB,080290352334,3169673251,2012-06-10,Thời vụ,Đồng Nai,EMP-411867,2023-08-23
EMP-936001,074162175392,Bùi Trung Lan,1962-10-14,0903987663,bui.trung.lan774@protonmail.com,bui.trung.lan@vingroup.net,"159 Nam Kỳ Khởi Nghĩa, Phường Châu Phú A, TP. Châu Đốc, An Giang",Tài chính - Kế toán,Chuyên viên,31500000,64540017639,BIDV,074162175392,8864962611,2022-12-16,Cộng tác viên,Thái Nguyên,EMP-290786,2023-01-09
EMP-685526,083369488858,Trần Trung Toàn,1969-07-20,0949376944,tran.trung.toan978@gmail.com,tran.trung.toan@fpt.com.vn,"146 Hai Bà Trưng, Phường Dị Sử, TX. Mỹ Hào, Hưng Yên",Kỹ thuật,Trưởng nhóm,22500000,47695564682939,VietinBank,083369488858,8986899940,2015-10-30,Thử việc,An Giang,EMP-280369,2023-04-02
EMP-559533,027064554600,Đỗ Phương Xuân,1964-02-14,0839225372,do.phuong.xuan490@yahoo.com,do.phuong.xuan@techcombank.com.vn,"301 Nguyễn Văn Cừ, Phường Hải Châu 1, Quận Hải Châu, Đà Nẵng",Công nghệ thông tin,Trưởng phòng,24000000,99285977878,Sacombank,027064554600,1984442590,2013-11-02,Thời vụ,Ninh Bình,EMP-973902,2023-04-01
EMP-989714,096172355322,Đặng Trung Giang,1972-11-04,0341409638,dang.trung.giang445@yahoo.com,dang.trung.giang@vingroup.net,"158 Hai Bà Trưng, Xã Hoằng Lộc, Huyện Hoằng Hóa, Thanh Hóa",Vận hành,Giám đốc,8000000,7394222895,BIDV,096172355322,1568116950,2014-03-22,Thử việc,Thừa Thiên Huế,EMP-808159,2022-02-18
EMP-957675,084363501521,Trần Thanh Toàn,1963-04-02,0351443393,tran.thanh.toan730@yahoo.com,tran.thanh.toan@mbbank.com.vn,"329 Nguyễn Huệ, Phường Đông Xuyên, TP. Long Xuyên, An Giang",Chăm sóc khách hàng,Phó phòng,36000000,247515523983,MB Bank,084363501521,9762667056,2024-01-23,Cộng tác viên,Thanh Hóa,EMP-483981,2022-01-06
EMP-143270,086273975835,Trần Xuân Tâm,1973-07-22,0967270236,tran.xuan.tam920@hotmail.com,tran.xuan.tam@viettel.com.vn,"253 Hai Bà Trưng, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",Kinh doanh,Thực tập sinh,8500000,4605793741466461,VPBank,086273975835,5754919263,2022-06-27,Thử việc,Cần Thơ,EMP-911716,2022-10-05
EMP-540136,077071346968,Đặng Xuân Xuân,1971-12-08,0885908809,dang.xuan.xuan978@gmail.com,dang.xuan.xuan@masan.com.vn,"367 Nguyễn Trãi, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",Pháp lý,Giám đốc,6500000,3958442663694,Sacombank,077071346968,9348101143,2023-02-06,Chính thức,Cần Thơ,EMP-960135,2024-04-26
EMP-362696,002195063768,Phan Trung Yến,1995-04-19,0328232844,phan.trung.yen592@protonmail.com,phan.trung.yen@vingroup.net,"56 Võ Thị Sáu, Xã Lạc Đạo, Huyện Văn Lâm, Hưng Yên",Marketing,Phó phòng,16500000,3029223196912831,Techcombank,002195063768,1805920070,2011-10-08,Cộng tác viên,Thanh Hóa,EMP-170469,2023-04-22
EMP-159008,026192269695,Dương Thị Nga,1992-06-05,0975871840,duong.thi.nga698@outlook.com,duong.thi.nga@mbbank.com.vn,"211 Trần Phú, Xã Bình Trị, Huyện Kiên Lương, Kiên Giang",Marketing,Phó phòng,31000000,408408323899421,VPBank,026192269695,6712286596,2010-11-18,Chính thức,Đồng Nai,EMP-582603,2022-01-22
EMP-399449,080386053054,Dương Minh Giang,1986-10-10,0917455646,duong.minh.giang767@yahoo.com,duong.minh.giang@vnpt.vn,"204 Trần Phú, Phường Phú Thọ Hòa, Quận Tân Bình, TP. Hồ Chí Minh",Công nghệ thông tin,Trưởng nhóm,49000000,3115750804015,BIDV,080386053054,4758528103,2021-05-15,Thời vụ,Hà Nội,EMP-236585,2024-12-19
EMP-162170,033090337840,Đỗ Bảo Châu,1990-02-06,0848835218,do.bao.chau964@outlook.com,do.bao.chau@vingroup.net,"35 Lê Lợi, Xã Hoằng Lộc, Huyện Hoằng Hóa, Thanh Hóa",Công nghệ thông tin,Phó giám đốc,10000000,6063035850,Techcombank,033090337840,3106500531,2011-02-23,Thử việc,Đồng Nai,EMP-473987,2022-11-20
EMP-635919,077071840823,Đỗ Minh Linh,1971-09-13,0831670508,do.minh.linh863@hotmail.com,do.minh.linh@vnpt.vn,"388 Bà Triệu, Phường Thanh Bình, Quận Hải Châu, Đà Nẵng",Vận hành,Phó giám đốc,10000000,6259427133,Techcombank,077071840823,9827556334,2024-10-25,Thử việc,Hải Phòng,EMP-452545,2022-05-09
EMP-338857,082079599380,Nguyễn Trung Nga,1979-01-22,0866560389,nguyen.trung.nga729@protonmail.com,nguyen.trung.nga@vnpt.vn,"470 Nguyễn Trãi, Phường An Tảo, TP. Hưng Yên, Hưng Yên",Mua hàng,Trưởng nhóm,19000000,4859134628817,Agribank,082079599380,9721228614,2011-01-11,Cộng tác viên,Thừa Thiên Huế,EMP-963301,2023-08-22
EMP-906064,068300645265,Phan Xuân Thảo,2000-05-04,0396130136,phan.xuan.thao415@protonmail.com,phan.xuan.thao@techcombank.com.vn,"229 Hoàng Văn Thụ, Phường Xuân An, TP. Long Khánh, Đồng Nai",Công nghệ thông tin,Trưởng nhóm,16500000,966975165,TPBank,068300645265,5419548483,2014-12-29,Thời vụ,Hà Nội,EMP-761272,2024-02-01
